Rank,Player,Avg Pick,Pos,Tm,Season
83,Frank Gore,78.82,RB,IND,2016
84,Derrick Henry,81.03,RB,TEN,2016
85,Lavonte David,81.53,LB,TBB,2016
86,Ameer Abdullah,81.89,RB,DET,2016
87,Kevin White,83.67,WR,CHI,2016
88,DeAngelo Williams,86.15,RB,PIT,2016
89,Khalil Mack,86.29,DE,OAK,2016
90,Corey Coleman,86.53,WR,CLE,2016
91,Rashad Jennings,87.72,RB,NYG,2016
92,Carson Palmer,88.37,QB,ARI,2016
93,Stefon Diggs,90.10,WR,MIN,2016
94,Zach Ertz,90.23,TE,PHI,2016
95,Gary Barnidge,90.88,TE,CLE,2016
96,Blake Bortles,91.40,QB,JAC,2016
97,Tyler Eifert,91.41,TE,CIN,2016
98,Navorro Bowman,92.87,LB,SFO,2016
99,T.J. Yeldon,92.89,RB,JAC,2016
100,Julius Thomas,93.76,TE,JAC,2016
101,Willie Snead,94.39,WR,NOS,2016
102,Darron Lee,96.28,LB,NYJ,2016
103,Eli Manning,96.72,QB,NYG,2016
104,Michael Thomas,97.85,WR,NOS,2016
105,Reshad MIA SJones,98.10,S,MIA,2016
106,Chris Ivory,98.15,RB,JAC,2016
107,Charles Sims,98.83,RB,TBB,2016
108,Myles Jack,101.62,LB,JAC,2016
109,Tavon Austin,102.58,WR,RAM,2016
110,Philip Rivers,103.02,QB,SDC,2016
111,Alec Ogletree,103.36,LB,RAM,2016
112,Dion Lewis,103.70,RB,NEP,2016
113,Devin Funchess,104.34,WR,CAR,2016
114,Antonio Gates,104.41,TE,SDC,2016
115,Justin Forsett,105.53,RB,DEN,2016
116,"Broncos, Denver DEN Def",108.36,Def,DEN,2016
117,Travis Benjamin,108.61,WR,SDC,2016
118,Karl OAK SJoseph,109.66,S,OAK,2016
119,Jay Ajayi,110.37,RB,MIA,2016
120,C.J. Mosley,110.43,LB,BAL,2016
121,Torrey Smith,110.47,WR,SFO,2016
122,Aaron Donald,112.41,DT,RAM,2016
123,Dwayne Allen,112.88,TE,IND,2016
124,Martellus Bennett,113.39,TE,NEP,2016
125,Theo Riddick,113.66,RB,DET,2016
126,Telvin Smith,113.88,LB,JAC,2016
127,LeGarrette Blount,114.17,RB,NEP,2016
128,DeForest Buckner,114.57,DE,SFO,2016
129,Vincent Jackson,114.66,WR,TBB,2016
130,Jameis Winston,115.18,QB,TBB,2016
131,Laquon Treadwell,115.62,WR,MIN,2016
132,Joey Bosa,115.77,DE,SDC,2016
133,Markus Wheaton,116.01,WR,PIT,2016
134,Stephen Gostkowski,116.96,PK,NEP,2016
135,Kirk Cousins,117.30,QB,WAS,2016
136,Isaiah Crowell,117.37,RB,CLE,2016
137,Kamar Aiken,118.72,WR,BAL,2016
138,D'Qwell Jackson,119.41,LB,IND,2016
139,Ezekiel Ansah,119.41,DE,DET,2016
140,Tyrann ARI SMathieu,119.47,S,ARI,2016
141,"Seahawks, Seattle SEA Def",119.81,Def,SEA,2016
142,"Cardinals, Arizona ARI Def",119.83,Def,ARI,2016
143,Jamie Collins,120.38,LB,CLE,2016
144,Matthew Stafford,120.62,QB,DET,2016
145,Bilal Powell,120.63,RB,NYJ,2016
146,Jimmy Graham,120.84,TE,SEA,2016
147,Tyler Boyd,121.34,WR,CIN,2016
148,Robert Quinn,121.78,DE,RAM,2016
149,Keanu ATL SNeal,122.04,S,ATL,2016
150,James White,122.55,RB,NEP,2016
151,Tajae Sharpe,122.76,WR,TEN,2016
152,Devontae Booker,122.92,RB,DEN,2016
153,Carlos Dunlap,122.96,DE,CIN,2016
154,Tevin Coleman,123.32,RB,ATL,2016
155,Bobby Wagner,123.58,LB,SEA,2016
156,Tyrod Taylor,123.63,QB,BUF,2016
157,Christine Michael,123.99,RB,GBP,2016
158,Jalen Ramsey,125.30,CB,JAC,2016
159,Will Fuller,125.79,WR,HOU,2016
160,DeAndre Washington,125.86,RB,OAK,2016
161,Paul Posluszny,126.44,LB,JAC,2016
162,Mike Thomas,128.32,WR,RAM,2016
163,Derrick Johnson,128.43,LB,KCC,2016
164,Jason Witten,128.73,TE,DAL,2016
165,Mohamed Sanu,128.82,WR,ATL,2016
166,DeAndre Levy,129.35,LB,DET,2016
167,"Panthers, Carolina CAR Def",130.28,Def,CAR,2016
168,Alex Collins,130.68,RB,SEA,2016
169,Marcus Mariota,131.06,QB,TEN,2016
170,Sean Lee,131.96,LB,DAL,2016
171,Keith Marshall,132.19,RB,WAS,2016
172,Landon NYG SCollins,132.35,S,NYG,2016
173,Rishard Matthews,134.05,WR,TEN,2016
174,Pharoh Cooper,134.69,WR,RAM,2016
175,Andy Dalton,134.94,QB,CIN,2016
176,Kenyan Drake,134.98,RB,MIA,2016
177,Phillip Dorsett,134.99,WR,IND,2016
178,Darren Sproles,135.06,RB,PHI,2016
179,Eric Ebron,135.72,TE,DET,2016
180,Von Miller,137.19,LB,DEN,2016
181,Sammie Coates,137.24,WR,PIT,2016
182,Harrison MIN SSmith,138.19,S,MIN,2016
183,Corey BUF SGraham,139.11,S,BUF,2016
184,Malcolm Smith,139.38,LB,OAK,2016
185,Steve Smith,139.79,WR,FA,2016
186,Jared Cook,140.13,TE,GBP,2016
187,Fletcher Cox,140.13,DT,PHI,2016
188,Spencer Ware,140.79,RB,KCC,2016
189,"Texans, Houston HOU Def",141.00,Def,HOU,2016
190,Deone Bucannon,141.08,LB,ARI,2016
191,Zach Miller,141.15,TE,CHI,2016
192,Matt Ryan,141.86,QB,ATL,2016
193,Muhammad Wilkerson,142.02,DE,NYJ,2016
194,"Chiefs, Kansas City KCC Def",143.32,Def,KCC,2016
195,Jonathan Williams,143.76,RB,BUF,2016
196,Austin Hooper,144.04,TE,ATL,2016
197,Leonte Carroo,144.23,WR,MIA,2016
198,Chris Hogan,144.51,WR,NEP,2016
199,Paxton Lynch,145.38,QB,DEN,2016
200,Jerick McKinnon,145.69,RB,MIN,2016
201,Ha Ha GBP SClinton-Dix,146.02,S,GBP,2016
202,Kenneth Dixon,146.04,RB,BAL,2016
203,Dak Prescott,146.72,QB,DAL,2016
204,Josh Doctson,147.05,WR,WAS,2016
205,Steven Hauschka,148.19,PK,SEA,2016
206,Graham Gano,148.43,PK,CAR,2016
207,Ryan Tannehill,151.00,QB,MIA,2016
208,C.J. Prosise,151.46,RB,SEA,2016
209,Bruce Ellington,151.72,WR,SFO,2016
210,Wendell Smallwood,152.98,RB,PHI,2016
211,"Vikings, Minnesota MIN Def",153.24,Def,MIN,2016
212,Alfred Morris,153.37,RB,DAL,2016
213,Ryan Fitzpatrick,153.39,QB,NYJ,2016
214,Dorial Green-Beckham,153.82,WR,PHI,2016
215,Ladarius Green,153.83,TE,PIT,2016
216,Justin Tucker,153.85,PK,BAL,2016
217,Mike Wallace,154.03,WR,BAL,2016
218,Josh Ferguson,154.69,RB,IND,2016
219,James Starks,155.32,RB,GBP,2016
220,Malcolm PHI SJenkins,156.23,S,PHI,2016
221,Morgan GBP SBurnett,156.77,S,GBP,2016
222,Hunter Henry,157.72,TE,SDC,2016
223,Shane Vereen,157.95,RB,NYG,2016
224,Carson Wentz,158.09,QB,PHI,2016
225,Charles Clay,158.35,TE,BUF,2016
226,Dan Bailey,159.18,PK,DAL,2016
227,Kenny NOS SVaccaro,160.15,S,NOS,2016
228,Ted Ginn Jr.,160.21,WR,CAR,2016
229,Pierre Garcon,160.45,WR,WAS,2016
230,Jordan Howard,160.72,RB,CHI,2016
231,Terrelle Pryor,160.91,WR,CLE,2016
232,"Rams, Los Angeles RAM Def",161.39,Def,RAM,2016
233,Jared Goff,161.93,QB,RAM,2016
234,Malcolm Mitchell,161.97,WR,NEP,2016
235,Tony Romo,162.64,QB,DAL,2016
236,Barry DAL SChurch,162.75,S,DAL,2016
237,Austin Seferian-Jenkins,162.83,TE,NYJ,2016
238,Calais Campbell,162.89,DE,ARI,2016
239,Eric BAL SWeddle,163.29,S,BAL,2016
240,Tyler Higbee,163.66,TE,RAM,2016
241,Roberto Aguayo,164.44,PK,TBB,2016
242,"Bengals, Cincinnati CIN Def",164.79,Def,CIN,2016
243,Mason Crosby,164.82,PK,GBP,2016
244,Clive Walford,164.93,TE,OAK,2016
245,Paul Perkins,165.09,RB,NYG,2016
246,"Patriots, New England NEP Def",165.46,Def,NEP,2016
247,Vance McDonald,165.75,TE,SFO,2016
248,Chandler Catanzaro,166.04,PK,ARI,2016
249,Joe Flacco,166.82,QB,BAL,2016
250,Brock Osweiler,166.90,QB,HOU,2016
251,Robert Griffin III,167.75,QB,CLE,2016
252,Kenny Stills,167.95,WR,MIA,2016
253,Tyler Ervin,169.07,RB,HOU,2016
254,Braxton Miller,169.96,WR,HOU,2016
255,Virgil Green,170.69,TE,DEN,2016
256,Alex Smith,171.09,QB,KCC,2016
257,Kurt CAR SColeman,171.18,S,CAR,2016
258,Chris Boswell,171.56,PK,PIT,2016
259,Brandon McManus,172.20,PK,DEN,2016
260,Terrance West,172.44,RB,BAL,2016
261,Chris Thompson,172.58,RB,WAS,2016
262,Adam Vinatieri,173.55,PK,IND,2016
263,Breshad Perriman,173.79,WR,BAL,2016
264,Anquan Boldin,174.15,WR,DET,2016
265,"Packers, Green Bay GBP Def",174.30,Def,GBP,2016
266,Blair Walsh,174.34,PK,FA,2016
267,Kyle Rudolph,175.49,TE,MIN,2016
268,Javorius Allen,176.47,RB,BAL,2016
269,Ben Watson,176.99,TE,BAL,2016
270,"Jets, New York NYJ Def",177.12,Def,NYJ,2016
271,Tyler Gaffney,177.35,RB,FA,2016
272,Jay Cutler,178.10,QB,CHI,2016
273,"Steelers, Pittsburgh PIT Def",180.71,Def,PIT,2016
274,Rob Kelley,181.06,RB,WAS,2016
275,Chris Johnson,181.19,RB,ARI,2016
276,Sebastian Janikowski,181.39,PK,OAK,2016
277,"Raiders, Oakland OAK Def",181.99,Def,OAK,2016
278,Darren McFadden,182.08,RB,DAL,2016
279,Terrance Williams,182.89,WR,DAL,2016
280,Eli Rogers,182.89,WR,PIT,2016
281,Shaun Draughn,183.04,RB,SFO,2016
282,Davante Adams,183.53,WR,GBP,2016
283,Jimmy Garoppolo,184.43,QB,NEP,2016
284,Victor Cruz,185.02,WR,NYG,2016
285,Jesse James,185.13,TE,PIT,2016
286,Cairo Santos,185.19,PK,KCC,2016
287,Will Tye,185.77,TE,NYG,2016
288,"Eagles, Philadelphia PHI Def",186.13,Def,PHI,2016
289,Robbie Gould,186.28,PK,NYG,2016
290,Matt Prater,187.63,PK,DET,2016
291,Charcandrick West,188.01,RB,KCC,2016
292,Josh Brown,188.03,PK,FA,2016
293,Jordan Cameron,189.77,TE,MIA,2016
294,Trevor Siemian,190.22,QB,DEN,2016
295,Tyrell Williams,190.73,WR,SDC,2016
296,Matt Bryant,190.81,PK,ATL,2016
297,Kenjon Barner,192.60,RB,PHI,2016
298,Karlos Williams,192.95,RB,PIT,2016
299,"Bills, Buffalo BUF Def",193.00,Def,BUF,2016
300,Tim Hightower,193.38,RB,NOS,2016
301,C.J. Spiller,193.42,RB,FA,2016
302,"Jaguars, Jacksonville JAC Def",193.61,Def,JAC,2016
303,Cameron Brate,195.54,TE,TBB,2016
304,Mike Nugent,196.12,PK,FA,2016
305,Robert Woods,196.25,WR,BUF,2016
306,Nelson Agholor,196.49,WR,PHI,2016
307,Sam Bradford,197.39,QB,MIN,2016
308,Cameron Artis-Payne,197.90,RB,CAR,2016
309,Mike Gillislee,198.15,RB,BUF,2016
310,Jared Abbrederis,198.25,WR,DET,2016
311,Reggie Bush,198.25,RB,BUF,2016
312,Jermaine Kearse,198.62,WR,SEA,2016
313,Jaelen Strong,198.77,WR,HOU,2016
314,Dan Carpenter,200.22,PK,BUF,2016
315,Kendall Wright,200.87,WR,TEN,2016
316,Connor Barth,201.27,PK,CHI,2016
317,Jamison Crowder,201.28,WR,WAS,2016
318,Richard Rodgers,201.41,TE,GBP,2016
319,J.J. Nelson,202.34,WR,ARI,2016
320,"Giants, New York NYG Def",202.57,Def,NYG,2016
321,Zach Zenner,203.22,RB,DET,2016
322,Blaine Gabbert,203.50,QB,SFO,2016
323,Ronnie Hillman,203.52,RB,SDC,2016
324,Benny Cunningham,205.00,RB,RAM,2016
325,Cole Beasley,205.66,WR,DAL,2016
326,Josh Lambo,205.95,PK,SDC,2016
327,Chris Conley,206.49,WR,KCC,2016
328,Kenny Britt,206.94,WR,RAM,2016
329,Danny Amendola,207.53,WR,NEP,2016
330,"Redskins, Washington WAS Def",207.60,Def,WAS,2016
331,Andre Ellington,209.22,RB,ARI,2016
332,Alfred Blue,209.74,RB,HOU,2016
333,"Ravens, Baltimore BAL Def",209.87,Def,BAL,2016
334,Robert Turbin,210.20,RB,IND,2016
335,Charles Johnson,210.77,WR,MIN,2016
336,Brandon LaFell,210.91,WR,CIN,2016
337,Colin Kaepernick,211.54,QB,SFO,2016
338,"Dolphins, Miami MIA Def",213.00,Def,MIA,2016
339,Quinton Patton,213.70,WR,SFO,2016
340,Maxx Williams,214.36,TE,BAL,2016
341,Jacob Tamme,215.04,TE,ATL,2016
342,"Colts, Indianapolis IND Def",216.80,Def,IND,2016
343,Crockett Gillmore,217.62,TE,BAL,2016
344,"Buccaneers, Tampa Bay TBB Def",219.39,Def,TBB,2016
345,"Bears, Chicago CHI Def",220.80,Def,CHI,2016
346,"49ers, San Francisco SFO Def",221.26,Def,SFO,2016
347,"Cowboys, Dallas DAL Def",221.95,Def,DAL,2016
348,Larry Donnell,223.08,TE,NYG,2016
349,"Browns, Cleveland CLE Def",223.61,Def,CLE,2016
350,"Lions, Detroit DET Def",224.05,Def,DET,2016
351,"Titans, Tennessee TEN Def",227.96,Def,TEN,2016
352,"Falcons, Atlanta ATL Def",230.40,Def,ATL,2016
353,"Chargers, San Diego SDC Def",230.46,Def,SDC,2016
