Player,Season,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,Int,Fumbles,FumblesLost,PPR,Rank,Avg Pick,rookie_season,No.,Round,Pick,College,current_yr,FPPG
Davante Adams,2020,GBP,WR,28,14,14,149.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.0,18.0,0.0,1.0,1.0,358.4,9,10.97,2014.0,9,2,21,Fresno State,7.0,25.599999999999998
Davante Adams,2021,GBP,WR,29,16,16,169.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,1553.0,11.0,0.0,0.0,0.0,344.3,5,7.25,2014.0,9,2,21,Fresno State,8.0,21.51875
Davante Adams,2022,LVR,WR,30,17,17,180.0,100.0,0.0,0.0,0.0,-1.0,0.0,3.0,1516.0,14.0,0.0,1.0,0.0,335.5,11,12.21,2014.0,9,2,21,Fresno State,9.0,19.735294117647058
Charles Johnson,2014,MIN,WR,25,12,6,59.0,31.0,0.0,0.0,0.0,-11.0,0.0,1.0,475.0,2.0,0.0,1.0,0.0,89.4,315,191.44,2013.0,25,7,10,Grand Valley State,2.0,7.45
Charles Johnson,2015,MIN,WR,26,11,4,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,21.700000000000003,75,73.77,2013.0,25,7,10,Grand Valley State,3.0,1.9727272727272729
Charles Johnson,2016,MIN,WR,27,16,7,37.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,43.2,335,210.77,2013.0,25,7,10,Grand Valley State,4.0,2.7
Marqise Lee,2014,JAC,WR,23,13,8,69.0,37.0,0.0,0.0,0.0,9.0,0.0,3.0,422.0,1.0,0.0,0.0,0.0,86.1,177,130.47,2014.0,6,2,7,USC,1.0,6.623076923076923
Marqise Lee,2015,JAC,WR,24,10,1,32.0,15.0,0.0,0.0,0.0,38.0,0.0,5.0,191.0,1.0,0.0,0.0,0.0,43.900000000000006,367,199.86,2014.0,6,2,7,USC,2.0,4.390000000000001
Marqise Lee,2017,JAC,WR,26,14,14,96.0,56.0,0.0,0.0,1.0,17.0,0.0,1.0,702.0,3.0,0.0,1.0,0.0,145.9,274,177.62,2014.0,6,2,7,USC,4.0,10.421428571428573
Marqise Lee,2019,JAC,WR,28,6,1,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,4.9,350,170.83,2014.0,6,2,7,USC,6.0,0.8166666666666668
Paul Richardson,2014,SEA,WR,22,15,6,44.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,1.0,0.0,1.0,0.0,62.1,192,136.99,2014.0,8,2,13,Colorado,1.0,4.14
Paul Richardson,2017,SEA,WR,25,16,13,80.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,703.0,6.0,0.0,0.0,0.0,150.3,305,193.46,2014.0,8,2,13,Colorado,4.0,9.39375
Paul Richardson,2018,WAS,WR,26,7,4,35.0,20.0,0.0,0.0,0.0,9.0,0.0,2.0,262.0,2.0,0.0,0.0,0.0,59.1,310,166.64,2014.0,8,2,13,Colorado,5.0,8.442857142857143
Paul Richardson,2019,WAS,WR,27,10,6,42.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,245.0,2.0,0.0,0.0,0.0,64.5,391,186.36,2014.0,8,2,13,Colorado,6.0,6.45
Bruce Ellington,2014,SFO,WR,23,13,0,12.0,6.0,0.0,0.0,0.0,28.0,1.0,6.0,62.0,2.0,0.0,1.0,0.0,33.0,156,121.78,2014.0,17,4,6,South Carolina,1.0,2.5384615384615383
Josh Huff,2014,PHI,WR,23,12,0,18.0,8.0,0.0,0.0,0.0,7.0,0.0,1.0,98.0,0.0,0.0,1.0,1.0,16.5,134,113.24,2014.0,13,3,22,Oregon,1.0,1.375
Josh Huff,2015,PHI,WR,24,15,4,42.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,3.0,0.0,0.0,0.0,76.2,366,199.65,2014.0,13,3,22,Oregon,2.0,5.08
Andre Caldwell,2014,DEN,WR,29,16,2,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,9.7,332,199.53,2008.0,15,3,34,Florida,7.0,0.60625
Jerrel Jernigan,2014,NYG,WR,25,2,1,9.0,6.0,0.0,0.0,0.0,-2.0,0.0,1.0,40.0,0.0,0.0,0.0,0.0,9.8,336,203.6,2011.0,11,3,19,Troy,4.0,4.9
Jeff Janis,2014,GBP,WR,23,3,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,3.6,161,124.88,2014.0,30,7,21,Saginaw Valley State,1.0,1.2
Jeff Janis,2015,GBP,WR,24,16,0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,9.9,266,164.61,2014.0,30,7,21,Saginaw Valley State,2.0,0.61875
Cody Latimer,2014,DEN,WR,22,8,0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,4.300000000000001,202,139.98,2014.0,10,2,24,Indiana,1.0,0.5375000000000001
Cody Latimer,2015,DEN,WR,23,14,1,11.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,59.0,1.0,0.0,0.0,0.0,18.0,228,153.26,2014.0,10,2,24,Indiana,2.0,1.2857142857142858
Devin Street,2014,DAL,WR,23,16,0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,3.8,200,139.54,2014.0,22,5,6,Pittsburgh,1.0,0.2375
Amari Cooper,2015,LVR,WR,21,16,15,130.0,72.0,0.0,0.0,0.0,-3.0,0.0,3.0,1070.0,6.0,0.0,1.0,1.0,212.7,30,33.42,2015.0,1,1,4,Alabama,1.0,13.29375
Amari Cooper,2016,LVR,WR,22,16,14,132.0,83.0,0.0,0.0,0.0,0.0,0.0,1.0,1153.0,5.0,0.0,2.0,0.0,228.3,19,22.94,2015.0,1,1,4,Alabama,2.0,14.26875
Amari Cooper,2017,LVR,WR,23,14,12,96.0,48.0,0.0,0.0,0.0,4.0,0.0,1.0,680.0,7.0,0.0,1.0,0.0,158.4,13,19.24,2015.0,1,1,4,Alabama,3.0,11.314285714285715
Amari Cooper,2019,DAL,WR,25,16,16,119.0,79.0,0.0,0.0,0.0,6.0,0.0,1.0,1189.0,8.0,0.0,0.0,0.0,246.5,30,30.8,2015.0,1,1,4,Alabama,5.0,15.40625
Amari Cooper,2020,DAL,WR,26,16,15,130.0,92.0,0.0,0.0,0.0,14.0,0.0,6.0,1114.0,5.0,0.0,0.0,0.0,234.8,28,31.32,2015.0,1,1,4,Alabama,6.0,14.675
Amari Cooper,2021,DAL,WR,27,15,14,104.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,865.0,8.0,0.0,1.0,0.0,202.5,43,44.01,2015.0,1,1,4,Alabama,7.0,13.5
Amari Cooper,2022,CLE,WR,28,17,17,132.0,78.0,0.0,0.0,1.0,0.0,0.0,0.0,1160.0,9.0,1.0,0.0,0.0,246.0,77,71.92,2015.0,1,1,4,Alabama,8.0,14.470588235294118
Tyler Lockett,2015,SEA,WR,23,16,8,69.0,51.0,0.0,0.0,0.0,20.0,0.0,5.0,664.0,6.0,0.0,2.0,1.0,153.4,210,146.63,2015.0,10,3,5,Kansas State,1.0,9.5875
Tyler Lockett,2016,SEA,WR,24,15,9,66.0,41.0,0.0,0.0,0.0,114.0,1.0,6.0,597.0,1.0,0.0,0.0,0.0,124.10000000000001,65,66.55,2015.0,10,3,5,Kansas State,2.0,8.273333333333333
Tyler Lockett,2017,SEA,WR,25,16,8,71.0,45.0,0.0,0.0,0.0,58.0,0.0,10.0,555.0,2.0,0.0,0.0,0.0,118.30000000000001,228,156.84,2015.0,10,3,5,Kansas State,3.0,7.393750000000001
Tyler Lockett,2018,SEA,WR,26,16,14,70.0,57.0,0.0,0.0,0.0,69.0,0.0,13.0,965.0,10.0,0.0,2.0,0.0,220.4,211,137.5,2015.0,10,3,5,Kansas State,4.0,13.775
Tyler Lockett,2019,SEA,WR,27,16,16,110.0,82.0,0.0,0.0,0.0,-5.0,0.0,4.0,1057.0,8.0,0.0,1.0,0.0,235.2,44,42.65,2015.0,10,3,5,Kansas State,5.0,14.7
Tyler Lockett,2020,SEA,WR,28,16,16,132.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1054.0,10.0,0.0,1.0,0.0,265.4,52,47.74,2015.0,10,3,5,Kansas State,6.0,16.5875
Tyler Lockett,2021,SEA,WR,29,16,16,107.0,73.0,0.0,0.0,0.0,9.0,0.0,2.0,1175.0,8.0,0.0,0.0,0.0,239.4,53,52.02,2015.0,10,3,5,Kansas State,7.0,14.9625
Tyler Lockett,2022,SEA,WR,30,16,16,117.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,1033.0,9.0,0.0,2.0,2.0,237.3,97,90.79,2015.0,10,3,5,Kansas State,8.0,14.83125
Marvin Jones,2015,CIN,WR,25,16,13,103.0,65.0,0.0,0.0,0.0,33.0,0.0,5.0,816.0,4.0,0.0,0.0,0.0,173.9,214,150.36,2012.0,23,5,31,California,4.0,10.86875
Marvin Jones,2016,DET,WR,26,15,15,103.0,55.0,0.0,0.0,0.0,3.0,0.0,1.0,930.0,4.0,0.0,0.0,0.0,172.3,68,68.83,2012.0,23,5,31,California,5.0,11.486666666666668
Marvin Jones,2017,DET,WR,27,16,16,107.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1101.0,9.0,0.0,0.0,0.0,225.10000000000002,124,113.79,2012.0,23,5,31,California,6.0,14.068750000000001
Marvin Jones,2018,DET,WR,28,9,9,62.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,5.0,0.0,0.0,0.0,115.80000000000001,53,52.63,2012.0,23,5,31,California,7.0,12.866666666666667
Marvin Jones,2019,DET,WR,29,13,11,91.0,62.0,0.0,0.0,0.0,0.0,0.0,2.0,779.0,9.0,0.0,0.0,0.0,193.9,95,86.63,2012.0,23,5,31,California,8.0,14.915384615384616
Marvin Jones,2020,DET,WR,30,16,16,115.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,978.0,9.0,0.0,0.0,0.0,227.8,89,87.27,2012.0,23,5,31,California,9.0,14.2375
Marvin Jones,2021,JAC,WR,31,17,16,120.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,832.0,4.0,0.0,0.0,0.0,180.2,141,119.19,2012.0,23,5,31,California,10.0,10.6
Marvin Jones,2022,JAC,WR,32,16,10,81.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,529.0,3.0,0.0,0.0,0.0,116.9,181,131.06,2012.0,23,5,31,California,11.0,7.30625
Stefon Diggs,2015,MIN,WR,22,13,9,84.0,52.0,0.0,0.0,0.0,13.0,0.0,3.0,720.0,4.0,0.0,2.0,0.0,149.3,153,125.62,2015.0,20,5,10,Maryland,1.0,11.484615384615385
Stefon Diggs,2016,MIN,WR,23,13,11,112.0,84.0,0.0,0.0,0.0,10.0,0.0,3.0,903.0,3.0,0.0,0.0,0.0,193.3,93,90.1,2015.0,20,5,10,Maryland,2.0,14.86923076923077
Stefon Diggs,2017,MIN,WR,24,14,14,95.0,64.0,0.0,0.0,0.0,13.0,0.0,8.0,849.0,8.0,0.0,0.0,0.0,198.2,54,56.39,2015.0,20,5,10,Maryland,3.0,14.157142857142857
Stefon Diggs,2018,MIN,WR,25,15,14,149.0,102.0,0.0,0.0,0.0,62.0,0.0,10.0,1021.0,9.0,0.0,0.0,0.0,264.3,30,29.31,2015.0,20,5,10,Maryland,4.0,17.62
Stefon Diggs,2019,MIN,WR,26,15,15,94.0,63.0,0.0,0.0,1.0,61.0,0.0,5.0,1130.0,6.0,0.0,4.0,3.0,212.10000000000002,26,27.16,2015.0,20,5,10,Maryland,5.0,14.140000000000002
Stefon Diggs,2020,BUF,WR,27,16,15,166.0,127.0,0.0,0.0,0.0,1.0,0.0,1.0,1535.0,8.0,0.0,0.0,0.0,328.6,61,57.7,2015.0,20,5,10,Maryland,6.0,20.5375
Stefon Diggs,2021,BUF,WR,28,17,17,164.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,1225.0,10.0,0.0,1.0,0.0,285.5,14,13.7,2015.0,20,5,10,Maryland,7.0,16.794117647058822
Stefon Diggs,2022,BUF,WR,29,16,16,154.0,108.0,0.0,0.0,0.0,-3.0,0.0,1.0,1429.0,11.0,0.0,1.0,0.0,316.6,13,14.84,2015.0,20,5,10,Maryland,8.0,19.7875
Dorial Green-Beckham,2015,TEN,WR,22,16,5,67.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,4.0,0.0,0.0,0.0,110.9,155,126.18,2015.0,8,2,8,Missouri,1.0,6.93125
Dorial Green-Beckham,2016,PHI,WR,23,15,7,74.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,2.0,0.0,0.0,0.0,87.2,214,153.82,2015.0,8,2,8,Missouri,2.0,5.8133333333333335
Devin Funchess,2015,CAR,WR,21,16,5,63.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,473.0,5.0,0.0,1.0,1.0,106.30000000000001,95,91.84,2015.0,9,2,9,Michigan,1.0,6.643750000000001
Devin Funchess,2016,CAR,WR,22,15,7,58.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,4.0,0.0,0.0,0.0,84.1,113,104.34,2015.0,9,2,9,Michigan,2.0,5.6066666666666665
Devin Funchess,2017,CAR,WR,23,16,16,111.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,840.0,8.0,0.0,0.0,0.0,195.0,279,179.56,2015.0,9,2,9,Michigan,3.0,12.1875
Devin Funchess,2018,CAR,WR,24,14,12,79.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,4.0,0.0,0.0,0.0,122.9,91,86.85,2015.0,9,2,9,Michigan,4.0,8.778571428571428
Devin Funchess,2019,IND,WR,25,1,1,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,6.2,287,151.69,2015.0,9,2,9,Michigan,5.0,6.2
DeVante Parker,2015,MIA,WR,22,14,4,50.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0,3.0,0.0,0.0,0.0,93.4,112,103.16,2015.0,3,1,14,Louisville,1.0,6.671428571428572
DeVante Parker,2016,MIA,WR,23,15,8,87.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,744.0,4.0,0.0,0.0,0.0,154.4,75,70.91,2015.0,3,1,14,Louisville,2.0,10.293333333333333
DeVante Parker,2017,MIA,WR,24,13,12,96.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,670.0,1.0,0.0,1.0,0.0,130.0,65,67.03,2015.0,3,1,14,Louisville,3.0,10.0
DeVante Parker,2018,MIA,WR,25,11,7,47.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,1.0,0.0,0.0,0.0,60.900000000000006,113,97.71,2015.0,3,1,14,Louisville,4.0,5.536363636363637
DeVante Parker,2019,MIA,WR,26,16,14,128.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1202.0,9.0,0.0,0.0,0.0,246.2,291,152.22,2015.0,3,1,14,Louisville,5.0,15.3875
DeVante Parker,2020,MIA,WR,27,14,11,103.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,793.0,4.0,0.0,1.0,0.0,166.3,63,61.6,2015.0,3,1,14,Louisville,6.0,11.87857142857143
DeVante Parker,2021,MIA,WR,28,10,8,73.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0,2.0,0.0,0.0,0.0,103.5,170,128.84,2015.0,3,1,14,Louisville,7.0,10.35
DeVante Parker,2022,NEP,WR,29,13,11,47.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,539.0,3.0,0.0,0.0,0.0,102.9,135,112.58,2015.0,3,1,14,Louisville,8.0,7.915384615384616
Jaelen Strong,2015,HOU,WR,21,10,1,24.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,3.0,0.0,0.0,0.0,48.1,232,153.96,2015.0,11,3,6,Arizona State,1.0,4.8100000000000005
Jaelen Strong,2016,HOU,WR,22,8,2,24.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,27.1,313,198.77,2015.0,11,3,6,Arizona State,2.0,3.3875
Nelson Agholor,2015,PHI,WR,22,13,12,44.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,1.0,0.0,1.0,1.0,55.3,54,54.62,2015.0,4,1,20,USC,1.0,4.253846153846154
Nelson Agholor,2016,PHI,WR,23,15,14,69.0,36.0,0.0,0.0,0.0,14.0,0.0,5.0,365.0,2.0,0.0,1.0,0.0,85.9,306,196.49,2015.0,4,1,20,USC,2.0,5.7266666666666675
Nelson Agholor,2017,PHI,WR,24,16,10,95.0,62.0,0.0,0.0,0.0,7.0,0.0,1.0,768.0,8.0,0.0,0.0,0.0,187.5,315,197.9,2015.0,4,1,20,USC,3.0,11.71875
Nelson Agholor,2018,PHI,WR,25,16,16,97.0,64.0,15.0,0.0,1.0,32.0,0.0,3.0,736.0,4.0,0.0,1.0,0.0,165.4,126,105.29,2015.0,4,1,20,USC,4.0,10.3375
Nelson Agholor,2019,PHI,WR,26,11,10,69.0,39.0,0.0,0.0,0.0,7.0,0.0,2.0,363.0,3.0,0.0,2.0,1.0,92.0,371,177.42,2015.0,4,1,20,USC,5.0,8.363636363636363
Nelson Agholor,2021,NEP,WR,28,15,13,64.0,37.0,0.0,0.0,0.0,11.0,0.0,3.0,473.0,3.0,0.0,0.0,0.0,103.4,226,147.66,2015.0,4,1,20,USC,7.0,6.8933333333333335
Percy Harvin,2015,BUF,WR,27,5,5,30.0,19.0,0.0,0.0,0.0,31.0,0.0,5.0,218.0,1.0,0.0,1.0,0.0,49.900000000000006,251,160.09,2009.0,4,1,22,Florida,7.0,9.98
Eddie Royal,2015,CHI,WR,29,9,9,50.0,37.0,0.0,0.0,0.0,-1.0,0.0,1.0,238.0,1.0,0.0,0.0,0.0,66.7,130,111.18,2008.0,5,2,11,Virginia Tech,8.0,7.411111111111111
Phillip Dorsett,2015,IND,WR,22,11,0,39.0,18.0,0.0,0.0,0.0,17.0,0.0,3.0,225.0,1.0,0.0,2.0,1.0,46.2,173,131.24,2015.0,6,1,29,Miami (FL),1.0,4.2
Phillip Dorsett,2016,IND,WR,23,15,7,59.0,33.0,0.0,0.0,0.0,10.0,0.0,2.0,528.0,2.0,0.0,1.0,0.0,98.80000000000001,177,134.99,2015.0,6,1,29,Miami (FL),2.0,6.586666666666668
Phillip Dorsett,2017,NEP,WR,24,15,2,18.0,12.0,0.0,0.0,0.0,7.0,0.0,1.0,194.0,0.0,0.0,0.0,0.0,32.1,361,225.27,2015.0,6,1,29,Miami (FL),3.0,2.14
Phillip Dorsett,2018,NEP,WR,25,16,2,42.0,32.0,0.0,0.0,0.0,29.0,0.0,4.0,290.0,3.0,0.0,0.0,0.0,81.9,360,180.71,2015.0,6,1,29,Miami (FL),4.0,5.11875
Phillip Dorsett,2019,NEP,WR,26,14,4,54.0,29.0,0.0,0.0,0.0,21.0,0.0,3.0,397.0,5.0,0.0,0.0,0.0,100.80000000000001,403,191.95,2015.0,6,1,29,Miami (FL),5.0,7.200000000000001
Chris Conley,2015,KCC,WR,23,16,5,31.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,1.0,0.0,0.0,0.0,42.900000000000006,219,151.72,2015.0,12,3,12,Georgia,1.0,2.6812500000000004
Chris Conley,2016,KCC,WR,24,16,11,69.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,0.0,0.0,1.0,0.0,97.0,327,206.49,2015.0,12,3,12,Georgia,2.0,6.0625
Chris Conley,2017,KCC,WR,25,5,5,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,28.5,336,206.33,2015.0,12,3,12,Georgia,3.0,5.7
Chris Conley,2020,JAC,WR,28,15,4,63.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,471.0,2.0,0.0,1.0,1.0,97.1,318,181.93,2015.0,12,3,12,Georgia,6.0,6.473333333333333
Justin Hardy,2015,ATL,WR,24,9,1,36.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,40.400000000000006,191,140.35,2015.0,16,4,8,East Carolina,1.0,4.48888888888889
Devin Smith,2015,NYJ,WR,23,10,3,28.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,1.0,0.0,1.0,1.0,24.5,167,128.76,2015.0,7,2,5,Ohio State,1.0,2.45
Sammie Coates,2015,PIT,WR,22,6,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,2.1,188,138.94,2015.0,13,3,23,Auburn,1.0,0.35000000000000003
Sammie Coates,2016,PIT,WR,23,14,5,49.0,21.0,0.0,0.0,0.0,14.0,0.0,4.0,435.0,2.0,0.0,0.0,0.0,77.9,181,137.24,2015.0,13,3,23,Auburn,2.0,5.564285714285715
Michael Thomas,2016,NOS,WR,23,15,12,121.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,1137.0,9.0,0.0,2.0,2.0,255.7,104,97.85,2016.0,6,2,16,Ohio State,1.0,17.046666666666667
Michael Thomas,2017,NOS,WR,24,16,14,149.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,1245.0,5.0,0.0,0.0,0.0,258.5,18,21.87,2016.0,6,2,16,Ohio State,2.0,16.15625
Michael Thomas,2018,NOS,WR,25,16,16,147.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,1405.0,9.0,0.0,2.0,2.0,315.5,16,16.43,2016.0,6,2,16,Ohio State,3.0,19.71875
Michael Thomas,2019,NOS,WR,26,16,15,185.0,149.0,0.0,0.0,0.0,-9.0,0.0,1.0,1725.0,9.0,0.0,1.0,0.0,374.6,10,10.84,2016.0,6,2,16,Ohio State,4.0,23.4125
Michael Thomas,2020,NOS,WR,27,7,5,55.0,40.0,0.0,0.0,0.0,1.0,0.0,1.0,438.0,0.0,0.0,0.0,0.0,83.9,4,5.67,2016.0,6,2,16,Ohio State,5.0,11.985714285714286
Michael Thomas,2022,NOS,WR,29,3,3,22.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,3.0,0.0,0.0,0.0,51.1,58,57.95,2016.0,6,2,16,Ohio State,7.0,17.033333333333335
Rishard Matthews,2016,TEN,WR,27,16,9,108.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,945.0,9.0,0.0,1.0,1.0,211.5,173,134.05,2012.0,29,7,20,Nevada,5.0,13.21875
Rishard Matthews,2017,TEN,WR,28,14,11,87.0,53.0,0.0,0.0,0.0,-3.0,0.0,1.0,795.0,4.0,0.0,0.0,0.0,156.2,147,125.39,2012.0,29,7,20,Nevada,6.0,11.157142857142857
Jamison Crowder,2016,WAS,WR,23,16,9,99.0,67.0,0.0,0.0,0.0,-2.0,0.0,2.0,847.0,7.0,0.0,2.0,1.0,191.5,317,201.28,2015.0,15,4,6,Duke,2.0,11.96875
Jamison Crowder,2017,WAS,WR,24,15,6,103.0,66.0,0.0,0.0,0.0,34.0,0.0,7.0,789.0,3.0,0.0,6.0,3.0,160.3,62,65.52,2015.0,15,4,6,Duke,3.0,10.686666666666667
Jamison Crowder,2018,WAS,WR,25,9,7,49.0,29.0,0.0,0.0,0.0,30.0,0.0,4.0,388.0,2.0,0.0,0.0,0.0,82.80000000000001,110,96.15,2015.0,15,4,6,Duke,4.0,9.200000000000001
Jamison Crowder,2019,NYJ,WR,26,16,12,122.0,78.0,0.0,0.0,0.0,4.0,0.0,1.0,833.0,6.0,0.0,0.0,0.0,197.7,240,135.02,2015.0,15,4,6,Duke,5.0,12.35625
Jamison Crowder,2020,NYJ,WR,27,12,7,89.0,59.0,43.0,1.0,1.0,14.0,0.0,1.0,699.0,6.0,0.0,0.0,0.0,172.01999999999998,122,108.01,2015.0,15,4,6,Duke,6.0,14.334999999999999
Jamison Crowder,2021,NYJ,WR,28,12,4,71.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,2.0,0.0,1.0,1.0,105.7,265,161.54,2015.0,15,4,6,Duke,7.0,8.808333333333334
Jamison Crowder,2022,BUF,WR,29,4,0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,1.0,0.0,12.0,338,185.58,2015.0,15,4,6,Duke,8.0,3.0
Sterling Shepard,2016,NYG,WR,23,16,16,105.0,65.0,0.0,0.0,0.0,31.0,0.0,3.0,683.0,8.0,0.0,0.0,0.0,184.4,77,71.83,2016.0,5,2,9,Oklahoma,1.0,11.525
Sterling Shepard,2017,NYG,WR,24,11,10,84.0,59.0,0.0,0.0,0.0,4.0,0.0,4.0,731.0,2.0,0.0,1.0,0.0,144.5,180,137.47,2016.0,5,2,9,Oklahoma,2.0,13.136363636363637
Sterling Shepard,2018,NYG,WR,25,16,16,107.0,66.0,0.0,0.0,0.0,33.0,0.0,3.0,872.0,4.0,0.0,1.0,0.0,180.5,129,106.56,2016.0,5,2,9,Oklahoma,3.0,11.28125
Sterling Shepard,2019,NYG,WR,26,10,10,83.0,57.0,0.0,0.0,0.0,72.0,0.0,6.0,576.0,3.0,0.0,0.0,0.0,139.8,79,77.18,2016.0,5,2,9,Oklahoma,4.0,13.98
Sterling Shepard,2020,NYG,WR,27,12,12,90.0,66.0,0.0,0.0,0.0,49.0,1.0,6.0,656.0,3.0,0.0,0.0,0.0,160.5,109,99.74,2016.0,5,2,9,Oklahoma,5.0,13.375
Sterling Shepard,2021,NYG,WR,28,7,6,53.0,36.0,0.0,0.0,0.0,-9.0,0.0,1.0,366.0,1.0,0.0,0.0,0.0,77.7,177,129.9,2016.0,5,2,9,Oklahoma,6.0,11.1
Sterling Shepard,2022,NYG,WR,29,3,2,24.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,1.0,0.0,0.0,0.0,34.4,346,191.19,2016.0,5,2,9,Oklahoma,7.0,11.466666666666667
Travis Benjamin,2016,LAC,WR,27,14,8,75.0,47.0,0.0,0.0,1.0,-3.0,0.0,2.0,677.0,4.0,0.0,5.0,3.0,132.4,117,108.61,2012.0,15,4,5,Miami (FL),5.0,9.457142857142857
Travis Benjamin,2017,LAC,WR,28,16,3,62.0,34.0,0.0,0.0,0.0,96.0,0.0,13.0,567.0,4.0,0.0,2.0,0.0,124.3,323,202.89,2012.0,15,4,5,Miami (FL),6.0,7.76875
Travis Benjamin,2018,LAC,WR,29,12,3,24.0,12.0,0.0,0.0,0.0,41.0,0.0,7.0,186.0,1.0,0.0,0.0,0.0,40.7,417,212.6,2012.0,15,4,5,Miami (FL),7.0,3.391666666666667
Travis Benjamin,2019,LAC,WR,30,5,2,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,9.0,394,188.53,2012.0,15,4,5,Miami (FL),8.0,1.8
Will Fuller,2016,HOU,WR,22,14,13,92.0,47.0,0.0,0.0,0.0,-3.0,0.0,1.0,635.0,2.0,0.0,2.0,0.0,122.2,159,125.79,2016.0,2,1,21,Notre Dame,1.0,8.72857142857143
Will Fuller,2017,HOU,WR,23,10,10,50.0,28.0,0.0,0.0,0.0,9.0,0.0,2.0,423.0,7.0,0.0,0.0,0.0,113.2,312,197.72,2016.0,2,1,21,Notre Dame,2.0,11.32
