Player,Season,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,Int,Fumbles,FumblesLost,PPR,Rank,Avg Pick,rookie_season,No.,Round,Pick,College,current_yr,FPPG
Mike Williams,2018,LAC,WR,24,16,5,66.0,43.0,0.0,0.0,0.0,28.0,1.0,7.0,664.0,10.0,0.0,0.0,0.0,178.2,158,121.85,2010.0,14,4,3,Syracuse,9.0,11.1375
Mike Williams,2018,LAC,WR,24,16,5,66.0,43.0,0.0,0.0,0.0,28.0,1.0,7.0,664.0,10.0,0.0,0.0,0.0,178.2,158,121.85,2005.0,3,1,10,USC,14.0,11.1375
Mike Williams,2019,LAC,WR,25,15,15,90.0,49.0,0.0,0.0,0.0,2.0,0.0,1.0,1001.0,2.0,0.0,0.0,0.0,161.3,54,55.03,2017.0,2,1,7,Clemson,3.0,10.753333333333334
Mike Williams,2019,LAC,WR,25,15,15,90.0,49.0,0.0,0.0,0.0,2.0,0.0,1.0,1001.0,2.0,0.0,0.0,0.0,161.3,54,55.03,2010.0,14,4,3,Syracuse,10.0,10.753333333333334
Mike Williams,2019,LAC,WR,25,15,15,90.0,49.0,0.0,0.0,0.0,2.0,0.0,1.0,1001.0,2.0,0.0,0.0,0.0,161.3,54,55.03,2005.0,3,1,10,USC,15.0,10.753333333333334
Mike Williams,2020,LAC,WR,26,15,11,85.0,48.0,0.0,0.0,0.0,1.0,0.0,1.0,756.0,5.0,0.0,0.0,0.0,153.7,244,150.3,2017.0,2,1,7,Clemson,4.0,10.246666666666666
Mike Williams,2020,LAC,WR,26,15,11,85.0,48.0,0.0,0.0,0.0,1.0,0.0,1.0,756.0,5.0,0.0,0.0,0.0,153.7,244,150.3,2010.0,14,4,3,Syracuse,11.0,10.246666666666666
Mike Williams,2020,LAC,WR,26,15,11,85.0,48.0,0.0,0.0,0.0,1.0,0.0,1.0,756.0,5.0,0.0,0.0,0.0,153.7,244,150.3,2005.0,3,1,10,USC,16.0,10.246666666666666
Mike Williams,2021,LAC,WR,27,16,14,129.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1146.0,9.0,0.0,0.0,0.0,244.60000000000002,156,125.05,2017.0,2,1,7,Clemson,5.0,15.287500000000001
Mike Williams,2021,LAC,WR,27,16,14,129.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1146.0,9.0,0.0,0.0,0.0,244.60000000000002,156,125.05,2010.0,14,4,3,Syracuse,12.0,15.287500000000001
Mike Williams,2021,LAC,WR,27,16,14,129.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1146.0,9.0,0.0,0.0,0.0,244.60000000000002,156,125.05,2005.0,3,1,10,USC,17.0,15.287500000000001
Mike Williams,2022,LAC,WR,28,13,13,93.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,895.0,4.0,0.0,0.0,0.0,176.5,40,44.12,2017.0,2,1,7,Clemson,6.0,13.576923076923077
Mike Williams,2022,LAC,WR,28,13,13,93.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,895.0,4.0,0.0,0.0,0.0,176.5,40,44.12,2010.0,14,4,3,Syracuse,13.0,13.576923076923077
Mike Williams,2022,LAC,WR,28,13,13,93.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,895.0,4.0,0.0,0.0,0.0,176.5,40,44.12,2005.0,3,1,10,USC,18.0,13.576923076923077
Stedman Bailey,2013,LAR,WR,23,16,2,25.0,17.0,0.0,0.0,0.0,33.0,1.0,2.0,226.0,0.0,0.0,0.0,0.0,48.900000000000006,139,113.02,2013.0,11,3,30,West Virginia,1.0,3.0562500000000004
Stedman Bailey,2014,LAR,WR,24,14,3,46.0,30.0,0.0,0.0,0.0,13.0,0.0,1.0,435.0,1.0,0.0,0.0,0.0,80.80000000000001,370,221.44,2013.0,11,3,30,West Virginia,2.0,5.771428571428572
Stedman Bailey,2015,LAR,WR,25,8,3,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,1.0,0.0,0.0,0.0,36.2,369,200.29,2013.0,11,3,30,West Virginia,3.0,4.525
Dwayne Harris,2013,DAL,WR,26,13,3,14.0,9.0,0.0,0.0,0.0,6.0,0.0,1.0,80.0,2.0,0.0,2.0,1.0,27.6,392,207.59,2011.0,22,6,11,East Carolina,3.0,2.123076923076923
A.J. Jenkins,2013,KCC,WR,24,16,1,17.0,8.0,0.0,0.0,0.0,6.0,0.0,2.0,130.0,0.0,0.0,0.0,0.0,21.6,354,190.67,2012.0,4,1,30,Illinois,2.0,1.35
Josh Boyce,2013,NEP,WR,22,9,3,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,21.1,171,122.69,2013.0,13,4,5,Texas Christian,1.0,2.3444444444444446
Kenny Britt,2013,TEN,WR,25,12,3,35.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,20.6,96,93.21,2009.0,6,1,30,Rutgers,5.0,1.7166666666666668
Kenny Britt,2014,LAR,WR,26,16,13,84.0,48.0,0.0,0.0,0.0,14.0,0.0,2.0,748.0,3.0,0.0,0.0,0.0,142.2,249,154.39,2009.0,6,1,30,Rutgers,6.0,8.8875
Kenny Britt,2015,LAR,WR,27,16,14,72.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,681.0,3.0,0.0,0.0,0.0,122.10000000000001,301,179.47,2009.0,6,1,30,Rutgers,7.0,7.6312500000000005
Kenny Britt,2016,LAR,WR,28,15,15,111.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1002.0,5.0,0.0,2.0,1.0,196.2,328,206.94,2009.0,6,1,30,Rutgers,8.0,13.08
Ryan Broyles,2013,DET,WR,25,6,3,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,16.5,219,137.25,2012.0,8,2,22,Oklahoma,2.0,2.75
Nick Toon,2013,NOS,WR,25,8,3,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,10.8,359,193.09,2012.0,20,4,27,Wisconsin,2.0,1.35
Austin Collie,2013,NEP,WR,28,7,1,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,12.3,332,180.5,2009.0,19,4,27,Brigham Young,5.0,1.7571428571428573
Quinton Patton,2013,SFO,WR,23,6,0,5.0,3.0,0.0,0.0,0.0,26.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,9.0,196,129.77,2013.0,15,4,31,Louisiana Tech,1.0,1.5
Quinton Patton,2016,SFO,WR,26,14,14,63.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,0.0,0.0,1.0,0.0,77.80000000000001,339,213.7,2013.0,15,4,31,Louisiana Tech,4.0,5.557142857142858
Markus Wheaton,2013,PIT,WR,22,12,1,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,12.4,211,134.44,2013.0,10,3,17,Oregon State,1.0,1.0333333333333334
Markus Wheaton,2014,PIT,WR,23,16,11,86.0,53.0,0.0,0.0,0.0,19.0,0.0,4.0,644.0,2.0,0.0,0.0,0.0,131.3,179,130.85,2013.0,10,3,17,Oregon State,2.0,8.20625
Markus Wheaton,2015,PIT,WR,24,16,8,79.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,749.0,5.0,0.0,0.0,0.0,148.9,141,118.38,2013.0,10,3,17,Oregon State,3.0,9.30625
Markus Wheaton,2016,PIT,WR,25,3,2,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1.0,0.0,0.0,0.0,15.100000000000001,133,116.01,2013.0,10,3,17,Oregon State,4.0,5.033333333333334
Marquess Wilson,2013,CHI,WR,21,10,1,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,3.3,157,117.97,2013.0,27,7,30,Washington State,1.0,0.32999999999999996
Marquess Wilson,2014,CHI,WR,22,7,6,32.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,1.0,0.0,0.0,0.0,37.0,292,181.48,2013.0,27,7,30,Washington State,2.0,5.285714285714286
Marquess Wilson,2015,CHI,WR,23,11,6,51.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0,1.0,0.0,0.0,0.0,80.4,379,205.62,2013.0,27,7,30,Washington State,3.0,7.3090909090909095
Jeremy Maclin,2014,PHI,WR,26,16,16,143.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1318.0,10.0,0.0,0.0,0.0,276.8,65,67.42,2009.0,3,1,19,Missouri,6.0,17.3
Jeremy Maclin,2015,KCC,WR,27,15,15,124.0,87.0,0.0,0.0,0.0,14.0,0.0,3.0,1088.0,8.0,0.0,2.0,1.0,243.2,57,55.27,2009.0,3,1,19,Missouri,7.0,16.21333333333333
Jeremy Maclin,2016,KCC,WR,28,12,12,76.0,44.0,0.0,0.0,1.0,-1.0,0.0,1.0,536.0,2.0,0.0,0.0,0.0,109.5,39,43.12,2009.0,3,1,19,Missouri,8.0,9.125
Jeremy Maclin,2017,BAL,WR,29,12,12,72.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,3.0,0.0,0.0,0.0,102.0,92,90.1,2009.0,3,1,19,Missouri,9.0,8.5
Mike Evans,2014,TBB,WR,21,15,15,122.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1051.0,12.0,0.0,0.0,0.0,245.10000000000002,82,81.13,2014.0,2,1,7,Texas A&M,1.0,16.34
Mike Evans,2015,TBB,WR,22,15,14,148.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1206.0,3.0,0.0,1.0,1.0,210.60000000000002,26,32.54,2014.0,2,1,7,Texas A&M,2.0,14.040000000000001
Mike Evans,2016,TBB,WR,23,16,16,173.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,1321.0,12.0,0.0,0.0,0.0,300.1,17,21.7,2014.0,2,1,7,Texas A&M,3.0,18.75625
Mike Evans,2017,TBB,WR,24,15,15,136.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,5.0,0.0,1.0,0.0,201.10000000000002,5,10.58,2014.0,2,1,7,Texas A&M,4.0,13.406666666666668
Mike Evans,2018,TBB,WR,25,16,16,138.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1524.0,8.0,0.0,2.0,1.0,284.4,23,23.66,2014.0,2,1,7,Texas A&M,5.0,17.775
Mike Evans,2019,TBB,WR,26,13,13,118.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1157.0,8.0,0.0,0.0,0.0,230.7,21,20.61,2014.0,2,1,7,Texas A&M,6.0,17.746153846153845
Mike Evans,2020,TBB,WR,27,16,16,109.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1006.0,13.0,0.0,0.0,0.0,248.60000000000002,25,27.32,2014.0,2,1,7,Texas A&M,7.0,15.537500000000001
Mike Evans,2021,TBB,WR,28,16,16,114.0,74.0,0.0,0.0,0.0,10.0,0.0,1.0,1035.0,14.0,0.0,0.0,0.0,262.5,30,32.11,2014.0,2,1,7,Texas A&M,8.0,16.40625
Mike Evans,2022,TBB,WR,29,15,15,127.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1124.0,6.0,0.0,0.0,0.0,225.4,26,26.48,2014.0,2,1,7,Texas A&M,9.0,15.026666666666667
Kelvin Benjamin,2014,CAR,WR,23,16,15,145.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,9.0,0.0,1.0,1.0,225.8,93,88.52,2014.0,5,1,28,Florida State,1.0,14.1125
Kelvin Benjamin,2016,CAR,WR,25,16,13,118.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,941.0,7.0,0.0,1.0,1.0,197.10000000000002,42,45.53,2014.0,5,1,28,Florida State,3.0,12.318750000000001
Jordan Matthews,2014,PHI,WR,22,16,10,103.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,872.0,8.0,0.0,0.0,0.0,202.2,128,109.55,2014.0,7,2,10,Vanderbilt,1.0,12.6375
Jordan Matthews,2015,PHI,WR,23,16,12,126.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,997.0,8.0,0.0,2.0,1.0,230.7,35,40.1,2014.0,7,2,10,Vanderbilt,2.0,14.41875
Jordan Matthews,2016,PHI,WR,24,14,13,117.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,804.0,3.0,0.0,1.0,0.0,171.4,54,58.06,2014.0,7,2,10,Vanderbilt,3.0,12.242857142857144
Jordan Matthews,2017,BUF,WR,25,10,7,36.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,1.0,0.0,1.0,1.0,57.2,128,114.74,2014.0,7,2,10,Vanderbilt,4.0,5.720000000000001
Sammy Watkins,2014,BUF,WR,21,16,16,128.0,65.0,0.0,0.0,0.0,8.0,0.0,2.0,982.0,6.0,0.0,1.0,1.0,198.0,59,62.59,2014.0,1,1,4,Clemson,1.0,12.375
Sammy Watkins,2015,BUF,WR,22,13,13,96.0,60.0,0.0,0.0,0.0,1.0,0.0,1.0,1047.0,9.0,0.0,0.0,0.0,218.8,51,53.21,2014.0,1,1,4,Clemson,2.0,16.83076923076923
Sammy Watkins,2016,BUF,WR,23,8,8,52.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,2.0,0.0,0.0,0.0,83.0,28,30.18,2014.0,1,1,4,Clemson,3.0,10.375
Sammy Watkins,2017,LAR,WR,24,15,14,70.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0,8.0,0.0,0.0,0.0,146.3,52,54.8,2014.0,1,1,4,Clemson,4.0,9.753333333333334
Sammy Watkins,2018,KCC,WR,25,10,9,55.0,40.0,0.0,0.0,0.0,52.0,0.0,5.0,519.0,3.0,0.0,1.0,0.0,115.1,70,69.36,2014.0,1,1,4,Clemson,5.0,11.51
Sammy Watkins,2019,KCC,WR,26,14,13,90.0,52.0,0.0,0.0,0.0,12.0,0.0,2.0,673.0,3.0,0.0,2.0,1.0,136.5,97,87.5,2014.0,1,1,4,Clemson,6.0,9.75
Sammy Watkins,2020,KCC,WR,27,10,9,55.0,37.0,0.0,0.0,1.0,3.0,0.0,1.0,421.0,2.0,1.0,1.0,1.0,87.4,221,144.28,2014.0,1,1,4,Clemson,7.0,8.74
Sammy Watkins,2021,BAL,WR,28,13,9,49.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,394.0,1.0,0.0,1.0,1.0,70.4,320,181.3,2014.0,1,1,4,Clemson,8.0,5.415384615384616
Martavis Bryant,2014,PIT,WR,23,10,3,48.0,26.0,0.0,0.0,0.0,12.0,0.0,3.0,549.0,8.0,0.0,0.0,0.0,130.1,178,130.67,2014.0,19,4,18,Clemson,1.0,13.01
Martavis Bryant,2015,PIT,WR,24,11,5,92.0,50.0,0.0,0.0,0.0,37.0,1.0,5.0,765.0,6.0,0.0,1.0,1.0,170.2,67,66.86,2014.0,19,4,18,Clemson,2.0,15.47272727272727
Martavis Bryant,2017,PIT,WR,26,15,8,84.0,50.0,0.0,0.0,0.0,22.0,0.0,6.0,603.0,3.0,0.0,0.0,0.0,130.5,55,56.48,2014.0,19,4,18,Clemson,4.0,8.7
Martavis Bryant,2018,LVR,WR,27,8,2,27.0,19.0,0.0,0.0,0.0,23.0,0.0,3.0,266.0,0.0,0.0,1.0,1.0,45.900000000000006,313,166.98,2014.0,19,4,18,Clemson,5.0,5.737500000000001
John Brown,2014,ARI,WR,24,16,5,102.0,48.0,0.0,0.0,0.0,-6.0,0.0,3.0,696.0,5.0,0.0,0.0,0.0,147.0,250,154.4,2014.0,15,3,27,Pittsburg State (KS),1.0,9.1875
John Brown,2015,ARI,WR,25,15,11,101.0,65.0,0.0,0.0,0.0,22.0,0.0,3.0,1003.0,7.0,0.0,1.0,1.0,207.5,89,85.63,2014.0,15,3,27,Pittsburg State (KS),2.0,13.833333333333334
John Brown,2016,ARI,WR,26,15,6,73.0,39.0,0.0,0.0,0.0,10.0,0.0,1.0,517.0,2.0,0.0,1.0,0.0,103.7,71,69.93,2014.0,15,3,27,Pittsburg State (KS),3.0,6.913333333333333
John Brown,2017,ARI,WR,27,10,5,55.0,21.0,0.0,0.0,0.0,10.0,0.0,1.0,299.0,3.0,0.0,0.0,0.0,69.9,134,118.81,2014.0,15,3,27,Pittsburg State (KS),4.0,6.99
John Brown,2018,BAL,WR,28,16,15,97.0,42.0,0.0,0.0,0.0,4.0,0.0,3.0,715.0,5.0,0.0,0.0,0.0,143.9,231,145.61,2014.0,15,3,27,Pittsburg State (KS),5.0,8.99375
John Brown,2019,BUF,WR,29,15,15,115.0,72.0,28.0,1.0,1.0,7.0,0.0,2.0,1060.0,6.0,0.0,0.0,0.0,219.82,169,114.64,2014.0,15,3,27,Pittsburg State (KS),6.0,14.654666666666666
John Brown,2020,BUF,WR,30,9,8,52.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,458.0,3.0,0.0,0.0,0.0,96.80000000000001,155,123.23,2014.0,15,3,27,Pittsburg State (KS),7.0,10.755555555555556
Jarvis Landry,2014,MIA,WR,22,16,11,112.0,84.0,0.0,0.0,0.0,-4.0,0.0,2.0,758.0,5.0,0.0,7.0,4.0,181.4,193,137.1,2014.0,12,2,31,Louisiana State,1.0,11.3375
Jarvis Landry,2015,MIA,WR,23,16,14,166.0,110.0,9.0,0.0,1.0,113.0,1.0,18.0,1157.0,4.0,0.0,1.0,0.0,267.36,52,54.09,2014.0,12,2,31,Louisiana State,2.0,16.71
Jarvis Landry,2016,MIA,WR,24,16,16,131.0,94.0,0.0,0.0,1.0,17.0,0.0,5.0,1136.0,4.0,0.0,2.0,2.0,229.3,33,34.66,2014.0,12,2,31,Louisiana State,3.0,14.33125
Jarvis Landry,2017,MIA,WR,25,16,16,161.0,112.0,0.0,0.0,1.0,-7.0,0.0,1.0,987.0,9.0,0.0,4.0,2.0,260.0,49,52.21,2014.0,12,2,31,Louisiana State,4.0,16.25
Jarvis Landry,2018,CLE,WR,26,16,14,149.0,81.0,63.0,0.0,2.0,60.0,1.0,3.0,976.0,4.0,0.0,1.0,1.0,215.12,31,34.48,2014.0,12,2,31,Louisiana State,5.0,13.445
Jarvis Landry,2019,CLE,WR,27,16,16,138.0,83.0,0.0,0.0,0.0,10.0,0.0,1.0,1174.0,6.0,0.0,0.0,0.0,237.4,57,56.88,2014.0,12,2,31,Louisiana State,6.0,14.8375
Jarvis Landry,2020,CLE,WR,28,15,14,101.0,72.0,74.0,1.0,4.0,10.0,1.0,4.0,840.0,3.0,0.0,2.0,0.0,187.95999999999998,67,67.2,2014.0,12,2,31,Louisiana State,7.0,12.530666666666665
Jarvis Landry,2021,CLE,WR,29,12,12,87.0,52.0,0.0,0.0,0.0,40.0,2.0,6.0,570.0,2.0,0.0,3.0,2.0,133.0,96,90.5,2014.0,12,2,31,Louisiana State,8.0,11.083333333333334
Jarvis Landry,2022,NOS,WR,30,9,3,39.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,1.0,0.0,1.0,0.0,58.2,228,146.33,2014.0,12,2,31,Louisiana State,9.0,6.466666666666667
Michael Crabtree,2014,SFO,WR,27,16,16,108.0,68.0,0.0,0.0,0.0,4.0,0.0,1.0,698.0,4.0,0.0,0.0,0.0,162.2,45,50.71,2009.0,2,1,10,Texas Tech,6.0,10.1375
Michael Crabtree,2015,LVR,WR,28,16,15,146.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,922.0,9.0,0.0,1.0,0.0,231.2,190,140.21,2009.0,2,1,10,Texas Tech,7.0,14.45
Michael Crabtree,2016,LVR,WR,29,16,16,145.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,1003.0,8.0,0.0,2.0,0.0,237.3,81,76.75,2009.0,2,1,10,Texas Tech,8.0,14.83125
Michael Crabtree,2017,LVR,WR,30,14,14,101.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,618.0,8.0,0.0,1.0,0.0,167.8,43,46.82,2009.0,2,1,10,Texas Tech,9.0,11.985714285714286
Michael Crabtree,2018,BAL,WR,31,16,16,100.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,607.0,3.0,0.0,0.0,0.0,132.7,68,68.38,2009.0,2,1,10,Texas Tech,10.0,8.29375
Brandin Cooks,2014,NOS,WR,21,10,7,69.0,53.0,0.0,0.0,0.0,73.0,1.0,7.0,550.0,3.0,0.0,1.0,0.0,139.3,72,72.72,2014.0,4,1,20,Oregon State,1.0,13.930000000000001
Brandin Cooks,2015,NOS,WR,22,16,12,129.0,84.0,0.0,0.0,0.0,18.0,0.0,8.0,1138.0,9.0,0.0,1.0,0.0,253.60000000000002,22,30.05,2014.0,4,1,20,Oregon State,2.0,15.850000000000001
Brandin Cooks,2016,NOS,WR,23,16,12,117.0,78.0,0.0,0.0,0.0,30.0,0.0,6.0,1173.0,8.0,0.0,1.0,0.0,246.3,22,25.71,2014.0,4,1,20,Oregon State,3.0,15.39375
Brandin Cooks,2017,NEP,WR,24,16,15,114.0,65.0,0.0,0.0,0.0,40.0,0.0,9.0,1082.0,7.0,0.0,0.0,0.0,219.2,23,24.04,2014.0,4,1,20,Oregon State,4.0,13.7
Brandin Cooks,2018,LAR,WR,25,16,16,117.0,80.0,0.0,0.0,0.0,68.0,1.0,10.0,1204.0,5.0,0.0,1.0,0.0,243.2,40,40.45,2014.0,4,1,20,Oregon State,5.0,15.2
Brandin Cooks,2019,LAR,WR,26,14,14,72.0,42.0,0.0,0.0,0.0,52.0,0.0,6.0,583.0,2.0,0.0,0.0,0.0,117.5,35,34.99,2014.0,4,1,20,Oregon State,6.0,8.392857142857142
Brandin Cooks,2020,HOU,WR,27,15,15,119.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,6.0,0.0,0.0,0.0,232.0,80,77.6,2014.0,4,1,20,Oregon State,7.0,15.466666666666667
Brandin Cooks,2021,HOU,WR,28,16,16,134.0,90.0,0.0,0.0,0.0,21.0,0.0,2.0,1037.0,6.0,0.0,0.0,0.0,231.8,83,78.48,2014.0,4,1,20,Oregon State,8.0,14.4875
Brandin Cooks,2022,HOU,WR,29,13,13,93.0,57.0,0.0,0.0,0.0,7.0,0.0,2.0,699.0,3.0,0.0,0.0,0.0,145.60000000000002,50,50.53,2014.0,4,1,20,Oregon State,9.0,11.200000000000001
Harry Douglas,2014,ATL,WR,30,12,6,74.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,556.0,2.0,0.0,0.0,0.0,118.6,291,181.44,2008.0,13,3,21,Louisville,7.0,9.883333333333333
Harry Douglas,2015,TEN,WR,31,14,12,72.0,36.0,0.0,0.0,0.0,-6.0,0.0,1.0,411.0,2.0,0.0,2.0,1.0,86.5,390,215.81,2008.0,13,3,21,Louisville,8.0,6.178571428571429
Allen Robinson,2014,JAC,WR,21,10,8,81.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,548.0,2.0,0.0,0.0,0.0,114.80000000000001,203,140.09,2014.0,11,2,29,Penn State,1.0,11.48
Allen Robinson,2015,JAC,WR,22,16,16,151.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,14.0,0.0,0.0,0.0,304.0,63,62.44,2014.0,11,2,29,Penn State,2.0,19.0
Allen Robinson,2016,JAC,WR,23,16,16,151.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0,6.0,0.0,1.0,0.0,197.3,13,18.41,2014.0,11,2,29,Penn State,3.0,12.33125
Allen Robinson,2017,JAC,WR,24,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,2.7,41,44.13,2014.0,11,2,29,Penn State,4.0,2.7
Allen Robinson,2018,CHI,WR,25,13,12,94.0,55.0,0.0,0.0,0.0,9.0,0.0,1.0,754.0,4.0,0.0,1.0,1.0,153.3,46,45.59,2014.0,11,2,29,Penn State,5.0,11.792307692307693
Allen Robinson,2019,CHI,WR,26,16,15,154.0,98.0,0.0,0.0,0.0,2.0,0.0,1.0,1147.0,7.0,0.0,0.0,0.0,254.9,67,63.99,2014.0,11,2,29,Penn State,6.0,15.93125
Allen Robinson,2020,CHI,WR,27,16,16,151.0,102.0,0.0,0.0,0.0,-1.0,0.0,1.0,1250.0,6.0,0.0,0.0,0.0,262.9,34,35.0,2014.0,11,2,29,Penn State,7.0,16.43125
Allen Robinson,2021,CHI,WR,28,12,11,66.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,1.0,0.0,0.0,0.0,85.0,33,34.04,2014.0,11,2,29,Penn State,8.0,7.083333333333333
Allen Robinson,2022,LAR,WR,29,10,10,52.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,3.0,0.0,0.0,0.0,84.9,53,53.34,2014.0,11,2,29,Penn State,9.0,8.49
Jerricho Cotchery,2014,CAR,WR,32,15,13,78.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,1.0,0.0,0.0,0.0,112.0,328,196.18,2004.0,16,4,12,North Carolina State,11.0,7.466666666666667
Donte Moncrief,2014,IND,WR,21,16,2,49.0,32.0,0.0,0.0,0.0,17.0,0.0,4.0,444.0,3.0,0.0,0.0,0.0,96.1,191,136.66,2014.0,14,3,26,Mississippi,1.0,6.00625
Donte Moncrief,2015,IND,WR,22,16,10,105.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,733.0,6.0,0.0,0.0,0.0,173.3,276,168.91,2014.0,14,3,26,Mississippi,2.0,10.83125
Donte Moncrief,2016,IND,WR,23,9,7,56.0,30.0,0.0,0.0,0.0,-1.0,0.0,1.0,307.0,7.0,0.0,0.0,0.0,102.6,44,47.1,2014.0,14,3,26,Mississippi,3.0,11.399999999999999
Donte Moncrief,2017,IND,WR,24,12,8,47.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,391.0,2.0,0.0,0.0,0.0,77.1,93,90.21,2014.0,14,3,26,Mississippi,4.0,6.425
Donte Moncrief,2018,JAC,WR,25,16,14,89.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,3.0,0.0,1.0,1.0,130.8,314,167.33,2014.0,14,3,26,Mississippi,5.0,8.175
Davante Adams,2014,GBP,WR,22,16,11,66.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,446.0,3.0,0.0,0.0,0.0,100.6,209,143.02,2014.0,9,2,21,Fresno State,1.0,6.2875
Davante Adams,2015,GBP,WR,23,13,12,94.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0,1.0,0.0,0.0,0.0,104.30000000000001,64,62.98,2014.0,9,2,21,Fresno State,2.0,8.023076923076925
Davante Adams,2016,GBP,WR,24,16,15,121.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,997.0,12.0,0.0,2.0,1.0,244.7,282,183.53,2014.0,9,2,21,Fresno State,3.0,15.29375
Davante Adams,2017,GBP,WR,25,14,14,117.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,885.0,10.0,0.0,0.0,0.0,222.5,44,47.5,2014.0,9,2,21,Fresno State,4.0,15.892857142857142
Davante Adams,2018,GBP,WR,26,15,15,169.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,1386.0,13.0,0.0,0.0,0.0,327.6,18,18.19,2014.0,9,2,21,Fresno State,5.0,21.84
Davante Adams,2019,GBP,WR,27,12,12,127.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,997.0,5.0,0.0,2.0,1.0,210.7,6,8.68,2014.0,9,2,21,Fresno State,6.0,17.558333333333334
