rookie_season,No.,Round,Pick,Player,College,Pos
1991,24,7,14,James Bradley,Michigan State,WR
1991,25,8,8,Johnny Walker,Texas,WR
1991,26,8,26,Tony Hargain,Oregon Tech,WR
1991,27,8,27,Brad Lamb,Anderson,WR
1991,28,9,10,Treamelle Taylor,Nevada,WR
1991,29,9,12,Damon Mays,Missouri,WR
1991,30,9,16,Shawn Wiggins,Wyoming,WR
1991,31,9,17,Shawn Jefferson,Central Florida,WR
1991,32,9,18,Shane Garrett,Texas A&M,WR
1991,33,9,23,Scott Miller,UCLA,WR
1991,34,9,27,Jerry Bouldin,Mississippi State,WR
1991,35,10,3,Curtis Mayfield,Oklahoma State,WR
1991,36,10,6,Walter Sutton,SW Minnesota,WR
1991,37,11,1,Vince Moore,Tennessee,WR
1991,38,11,7,Slip Watkins,Louisiana State,WR
1991,39,11,12,Joachim Weinberg,Johnson C. Smith,WR
1991,40,11,22,Bobby Olive,Ohio State,WR
1991,41,11,26,Bobby Slaughter,Louisiana Tech,WR
1991,42,12,7,Darren Hughes,Carson-Newman,WR
1991,43,12,10,Linzy Collins,Missouri,WR
1991,44,12,19,Alex Johnson,Miami (FL),WR
1991,45,12,20,Keenan McCardell,UNLV,WR
1991,46,12,24,Dennis Johnson,Winston-Salem State,WR
1990s,1,1,0,Rob Moore,Syracuse,WR
1990,1,2,1,Alexander Wright,Auburn,WR
1990,2,2,3,Reggie Rembert,West Virginia,WR
1990,3,2,25,Mike Bellamy,Illinois,WR
1990,4,3,5,Ricky Proehl,Wake Forest,WR
1990,5,3,14,Walter Wilson,East Carolina,WR
1990,6,3,15,Ron Lewis,Florida State,WR
1990,7,3,24,Fred Barnett,Arkansas State,WR
1990,8,3,27,Greg McMurtry,Michigan,WR
1990,9,4,2,Stacey Simmons,Florida,WR
1990,10,4,7,Tony Moss,Louisiana State,WR
1990,11,4,15,Fred Jones,Grambling State,WR
1990,12,4,16,Chris Calloway,Michigan,WR
1990,13,5,7,Reggie Thornton,Bowling Green,WR
1990,14,5,9,Jeff Campbell,Colorado,WR
1990,15,5,13,Lynn James,Arizona State,WR
1990,16,5,23,Charles Wilson,Memphis State,WR
1990,17,5,24,Calvin Williams,Purdue,WR
1990,18,6,3,Terance Mathis,New Mexico,WR
1990,19,6,5,Tyrone Shavers,Lamar,WR
1990,20,6,16,Tony Jones,Texas,WR
1990,21,6,18,Ron Heard,Bowling Green,WR
1990,22,6,24,Tim Stallworth,Washington State,WR
1990,23,7,22,Nate Lewis,Oregon Tech,WR
1990,24,8,1,Willie Green,Mississippi,WR
1990,25,8,12,Thomas Woods,Tennessee,WR
1990,26,8,27,Dwight Pickens,Fresno State,WR
1990,27,9,3,Dale Dawkins,Miami (FL),WR
1990,28,9,12,Darvell Huffman,Boston University,WR
1990,29,9,17,Pat Coleman,Mississippi,WR
1990,30,9,18,Clarkston Hines,Duke,WR
1990,31,9,20,Eugene Rowell,Southern Mississippi,WR
1990,32,9,25,Tony Lomack,Florida,WR
1990,33,10,1,Patrick Newman,Utah State,WR
1990,34,10,10,Bill Miller,Illinois State,WR
1990,35,10,12,Gary Cooper,Clemson,WR
1990,36,11,5,Terry Anthony,Florida State,WR
1990,37,11,6,Dempsey Norman,St. Francis (IL),WR
1990,38,11,16,Al Edwards,Northwestern State (LA),WR
1990,39,11,24,Tyrone Watson,Tennessee State,WR
1990,40,11,27,Ron Lewis,Jackson State,WR
1990,41,12,9,Robert Claiborne,San Diego State,WR
1990,42,12,10,Andre Riley,Washington,WR
1990,43,12,14,Tony Jeffery,San Jose State,WR
1990,44,12,19,Kerry Simien,Texas A&I,WR
1990,45,12,22,Elliott Searcy,Southern,WR
1989,1,1,16,Hart Lee Dykes,Oklahoma State,WR
1989,2,1,22,Andre Rison,Michigan State,WR
1989,3,1,27,Shawn Collins,Northern Arizona,WR
1989,4,2,2,John Ford,Virginia,WR
1989,5,2,3,Lawyer Tillman,Auburn,WR
1989,6,2,5,Danny Peebles,North Carolina State,WR
1989,7,3,4,Naz Worthern,North Carolina State,WR
1989,8,3,5,Derek Hill,Arizona,WR
1989,9,3,26,Don Beebe,Chadron State,WR
1989,10,4,16,Michael Timpson,Penn State,WR
1989,11,4,20,Rod Harris,Texas A&M,WR
1989,12,4,25,John Kolesar,Michigan,WR
1989,13,4,26,Erik Affholter,USC,WR
1989,14,4,28,Mike Barber,Marshall,WR
1989,15,5,4,Vernon Joines,Maryland,WR
1989,16,5,12,Jeff Query,Millikin,WR
1989,17,5,14,Tony Martin,Mesa State,WR
1989,18,5,23,Alfred Jackson,San Diego State,WR
1989,19,6,4,Robb Thomas,Oregon State,WR
1989,20,6,5,Mark Stock,Virginia Military Inst,WR
1989,21,6,13,Anthony Stafford,Oklahoma,WR
1989,22,6,14,Titus Dixon,Troy,WR
1989,23,6,20,Floyd Turner,Northwestern State (LA),WR
1989,24,7,27,Kendall Smith,Utah State,WR
1989,25,8,9,Dana Brinson,Nebraska,WR
1989,26,8,18,Fred Hadley,Mississippi State,WR
1989,27,9,16,William Mackall,Tennessee-Martin,WR
1989,28,10,2,Jason Phillips,Houston,WR
1989,29,10,8,Deval Glover,Syracuse,WR
1989,30,10,18,Mike Williams,Northeastern,WR
1989,31,10,26,John Simpson,Baylor,WR
1989,32,11,6,Brian Slater,Washington,WR
1989,33,11,23,Herb Duncan,Northern Arizona,WR
1989,34,11,28,Norm McGee,North Dakota,WR
1989,35,12,1,Scott Ankrom,Texas Christian,WR
1989,36,12,13,John Javis,Howard,WR
1989,37,12,14,Willie Snead,Florida,WR
1989,38,12,20,Mike Carore,Eastern Kentucky,WR
1989,39,12,23,Freddy Weygand,Auburn,WR
1989,40,12,28,Everett Ross,Ohio State,WR
1988s,1,5,0,Ryan Bethea,South Carolina,WR
1988,1,1,6,Tim Brown,Notre Dame,WR
1988,2,1,7,Sterling Sharpe,South Carolina,WR
1988,3,1,11,Michael Irvin,Miami (FL),WR
1988,4,1,15,Anthony Miller,Tennessee,WR
1988,5,1,20,Aaron Cox,Arizona State,WR
1988,6,1,27,Wendell Davis,Louisiana State,WR
1988,7,2,19,Flipper Anderson,UCLA,WR
1988,8,2,22,Brian Blades,Miami (FL),WR
1988,9,2,25,Brett Perriman,Miami (FL),WR
1988,10,3,3,Ray Roundtree,Penn State,WR
1988,11,3,5,Quinn Early,Iowa,WR
1988,12,3,10,Bernard Fored,Central Florida,WR
1988,13,3,20,Tommy Kane,Syracuse,WR
1988,14,4,14,J.R. Ambrose,Mississippi,WR
1988,15,4,15,Sammy Martin,Louisiana State,WR
1988,16,6,1,George Thomas,UNLV,WR
1988,17,7,1,Michael Haynes,Northern Arizona,WR
1988,18,7,4,Jeff James,Stanford,WR
1988,19,7,11,Todd White,Fullerton State,WR
1988,20,7,14,Ernie jones,Indiana,WR
1988,21,7,16,Darryl Usher,Illinois,WR
1988,22,7,17,Marc Zeno,Tulane,WR
1988,23,8,6,Mike Alexander,Penn State,WR
1988,24,8,8,Darryl Franklin,Washington State,WR
1988,25,8,23,J.J. Birden,Oregon,WR
1988,26,9,3,Azizuddin Abdur-Ra'oof,Maryland,WR
1988,27,9,11,Brain Bedford,California,WR
1988,28,9,24,Rogie Magee,Louisiana State,WR
1988,29,10,5,Paco Craig,UCLA,WR
1988,30,10,11,Andy Schillinger,Miami (OH),WR
1988,31,10,22,Marco Johnson,Hawaii,WR
1988,32,11,1,James Milling,Maryland,WR
1988,33,11,2,Frank Pillow,Tennessee State,WR
1988,34,11,9,Greg Harris,Troy,WR
1988,35,11,23,Hendley Hawkins,Nebraska,WR
1988,36,11,25,Gary Couch,Minnesota,WR
1988,37,12,2,Carl Parker,Vanderbilt,WR
1988,38,12,3,Aaron Kenney,Wisconsin-Stevens Point,WR
1988,39,12,7,Scott Bolton,Auburn,WR
1988,40,12,28,Jeff Bethard,Southern Oregon,WR
1987s,1,4,0,Cris Carter,Ohio State,WR
1987,1,1,20,Haywood Jeffires,North Carolina State,WR
1987,2,1,27,Ricky Nattiel,Florida,WR
1987,3,1,28,Mark Ingram,Michigan State,WR
1987,4,2,12,Lonzell Hill,Washington,WR
1987,5,2,26,Ron Morris,Southern Methodist,WR
1987,6,2,28,Scott Schwedes,Syracuse,WR
1987,7,3,1,Mark Carrier,Nicholls State,WR
1987,8,3,10,Charles Lockett,Long Beach State,WR
1987,9,3,15,Frankie Neal,Fort Hays State,WR
1987,10,3,27,Stephen Baker,Fresno State,WR
1987,11,4,11,Kelvin Martin,Boston College,WR
1987,12,4,22,Bruce Hill,Arizona State,WR
1987,13,4,28,Odessa Turner,Northwestern State (LA),WR
1987,14,5,2,Roy Banks,Eastern Illinois,WR
1987,15,5,12,Everett Gay,Texas,WR
1987,16,5,16,Kitrick Taylor,Washington State,WR
1987,17,5,22,Paul Jokisch,Michigan,WR
1987,18,6,5,Willie Marshall,Temple,WR
1987,19,6,12,Thomas Henley,Stanford,WR
1987,20,6,16,Greg Richardson,Alabama,WR
1987,21,6,21,Tracy Martin,North Dakota,WR
1987,22,6,23,Gene Taylor,Fresno State,WR
1987,23,7,2,Mark Bellini,Brigham Young,WR
1987,24,7,5,Jamie Holland,Ohio State,WR
1987,25,8,7,Michael James,Washington State,WR
1987,26,9,10,Joey Clinkscales,Tennessee,WR
1987,27,10,7,Curtis Duncan,Northwestern,WR
1987,28,10,8,Raynard Brown,South Carolina,WR
1987,29,10,12,Robert Clark,North Carolina Central,WR
1987,30,10,19,Louis Clark,Mississippi State,WR
1987,31,10,23,Ted Wilson,Central Florida,WR
1987,32,11,3,Patrick Scott,Grambling State,WR
1987,33,11,19,Craig Richardson,Eastern Washington,WR
1987,34,11,22,Calvin Nicholas,Grambling State,WR
1987,35,11,25,Laron Brown,Texas,WR
1987,36,12,8,Gary Lee,Georgia Tech,WR
1986,1,1,18,Mike Sherrard,UCLA,WR
1986,2,1,21,Tim McGee,Tennessee,WR
1986,3,2,7,Ernest Givins,Louisville,WR
1986,4,2,16,Webster Slaughter,San Diego State,WR
1986,5,2,18,Walter Murray,Hawaii,WR
1986,6,3,21,John Taylor,Delaware State,WR
1986,7,3,27,David Williams,Illinois,WR
1986,8,4,4,Bill Brooks,Boston University,WR
1986,9,4,6,Kelvin Edwards,Liberty,WR
1986,10,4,8,Charles Fox,Furman,WR
1986,11,4,25,James Pruitt,Fullerton State,WR
1986,12,5,10,Hassan Jones,Florida State,WR
1986,13,5,16,Bobby Joe Edmonds,Arkansas,WR
1986,14,5,20,Vince Warren,San Diego State,WR
1986,15,5,28,Lew Barnes,Oregon,WR
1986,16,6,1,Ron Brown,Colorado,WR
1986,17,6,4,Robert Thompson,Youngstown State,WR
1986,18,6,16,Floyd Dixon,Stephen F. Austin,WR
1986,19,6,17,Curt Partridge,Northern Illinois,WR
1986,20,6,19,Solomon Miller,Utah State,WR
1986,21,6,23,Mark Jackson,Purdue,WR
1986,22,7,3,Corn Redick,Fullerton State,WR
1986,23,7,4,Eric Swanson,Tennessee,WR
1986,24,7,19,Johnny Holloway,Kansas,WR
1986,25,7,21,Ray McDonald,Florida,WR
1986,26,8,11,Allyn Griffin,Wyoming,WR
1986,27,9,1,Reggie Bynum,Oregon State,WR
1986,28,9,23,Joe Thomas,Mississippi Valley State,WR
1986,29,10,6,Wes Smith,East Texas State,WR
1986,30,10,10,Joe Cormier,USC,WR
1986,31,10,11,Warren Seitz,Missouri,WR
1986,32,10,18,Elliston Stinson,Rice,WR
1986,33,11,9,John Armstron,Richmond,WR
1986,34,11,13,Leland Melvin,Richmond,WR
1986,35,11,27,Gene Thomas,Pacific,WR
1986,36,11,28,Glen Kozlowski,Brigham Young,WR
1986,37,12,3,Steve Griffin,Purdue,WR
1986,38,12,6,Sebastian Brown,Bethune-Cookman,WR
1986,39,12,18,Eric Yarber,Idaho,WR
1986,40,12,25,Larry Shepherd,Houston,WR
1985,1,1,10,Al Toon,Wisconsin,WR
1985,2,1,13,Eddie Brown,Miami (FL),WR
1985,3,1,16,Jerry Rice,Mississippi Valley State,WR
1985,4,1,23,Jessie Hester,Florida State,WR
1985,5,2,3,Vance Johnson,Arizona,WR
1985,6,2,14,Chris Burkett,Jackson State,WR
1985,7,2,18,Stacy Robinson,North Dakota State,WR
1985,8,2,22,Chuck Scott,Vanderbilt,WR
1985,9,3,22,James Maness,Texas Christian,WR
1985,10,3,23,Tim Moffett,Mississippi,WR
1985,11,3,25,Danny Greene,Washington,WR
1985,12,4,1,Buster Rhymes,Oklahoma,WR
1985,13,4,2,Andre Reed,Kutztown (PA),WR
1985,14,4,5,Emile Harry,Stanford,WR
1985,15,4,10,Doug Allen,Arizona State,WR
1985,16,4,14,Walter Stanley,Mesa State,WR
1985,17,4,24,Gerald Phelan,Boston College,WR
1985,18,5,18,Jimmy Teal,Texas A&M,WR
1985,19,5,20,Tracy Henderson,Iowa State,WR
1985,20,5,22,Tony Smith,San Jose State,WR
1985,21,6,5,George Shorthose,Missouri,WR
1985,22,6,21,Michael Young,UCLA,WR
1985,23,7,2,Mike Akiu,Hawaii,WR
1985,24,7,5,James Harbour,Mississippi,WR
1985,25,7,7,Reggie Langhorne,Elizabeth City State,WR
1985,26,7,9,Jamie Harris,Oklahoma State,WR
1985,27,7,10,Karl Powe,Alabama State,WR
1985,28,7,11,Eric Martin,Louisiana State,WR
1985,29,7,20,Mark Pattison,Washington,WR
1985,30,8,4,Ricky Nichols,East Carolina,WR
1985,31,8,7,Fred Banks,Liberty,WR
1985,32,8,8,Phil Freeman,Arizona State,WR
1985,33,8,14,Ira Hillary,South Carolina,WR
1985,34,8,20,Leon Gonzales,Bethune-Cookman,WR
1985,35,8,25,Judious Lewis,Arkansas State,WR
1985,36,9,2,Steve Tasker,Northwestern,WR
1985,37,10,2,Juan Johnson,Langston,WR
1985,38,10,6,Clayton Beauford,Auburn,WR
1985,39,11,1,Willie Drewery,West Virginia,WR
1985,40,11,26,Gary Rolle,Florida,WR
1985,41,12,7,Shane Swanson,Nebraska,WR
1985,42,12,11,Bill Wallace,Pittsburgh,WR
1984u,1,1,9,Joey Jones,Alabama,WR
1984u,2,1,16,Ricky Sanders,Southwest Texas State,WR
1984u,3,1,20,Alphonso Williams,Nevada,WR
1984u,4,1,23,Duane Gunn,Indiana,WR
1984u,5,1,24,Derrick Crawford,Memphis State,WR
1984u,6,1,26,Danny Knight,Mississippi State,WR
1984u,7,1,28,Chris Woods,Auburn,WR
1984u,8,2,9,Jim Sandusky,San Diego State,WR
1984u,9,2,16,Gerald McNeil,Baylor,WR
1984u,10,2,18,Rick Massie,Kentucky,WR
1984u,11,2,26,Malcolm Moore,USC,WR
1984u,12,2,27,Gary Clark,James Madison,WR
1984u,13,3,6,Clarence Collins,Illinois State,WR
1984u,14,3,26,Duan Hanks,Stephen F. Austin,WR
1984u,15,3,27,Clarence Verdin,Southwestern Louisiana,WR
1984,1,1,1,Irving Fryar,Nebraska,WR
1984,2,1,4,Kenny Jackson,Penn State,WR
1984,3,1,17,Clyde Duncan,Tennessee,WR
1984,4,1,23,Louis Lipps,Southern Mississippi,WR
1984,5,2,13,Eric Richardson,San Jose State,WR
1984,6,2,19,Pete Mandley,Northern Arizona,WR
1984,7,2,21,Daryl Turner,Michigan State,WR
1984,8,2,22,Bruce Davis,Baylor,WR
1984,9,4,11,Mitchell Brookins,Illinois,WR
1984,10,4,20,Brian Brennan,Boston College,WR
1984,11,4,24,Weegie Thompson,Florida State,WR
1984,12,5,8,Golden Tate,Tennessee State,WR
1984,13,5,10,Tron Armstrong,Eastern Kentucky,WR
1984,14,6,6,Rufus Stevens,Grambling State,WR
1984,15,6,14,Dwight Collins,Pittsburgh,WR
1984,16,6,21,Eric Mullins,Stanford,WR
1984,17,7,3,Lionel Manuel,Pacific,WR
1984,18,7,6,Jesse Bendross,Alabama,WR
1984,19,7,24,Derwin Williams,New Mexico,WR
1984,20,7,27,Mark Smith,North Carolina,WR
1984,21,8,1,Kevin Baugh,Penn State,WR
1984,22,8,16,Brad Anderson,Arizona,WR
1984,23,8,28,Sam Seale,Western Colorado,WR
1984,24,9,4,Don Jones,Texas A&M,WR
1984,25,9,11,Keith Kidd,Arkansas,WR
1984,26,9,22,Rich Hollins,West Virginia,WR
1984,27,10,23,Dave Moritz,Iowa,WR
1984,28,11,7,Tommy Norman,Jackson State,WR
1984,29,11,16,Craig White,Missouri,WR
1984,30,11,24,Kirk Pendleton,Brigham Young,WR
1984,31,11,28,Lawrence Thompson,Miami (FL),WR
1984,32,12,2,Thad Jemison,Ohio State,WR
1984,33,12,5,Lenny Taylor,Tennessee,WR
1984,34,12,7,David Robertson,Houston,WR
1984,35,12,10,Don Holmes,Mesa State,WR
1984,36,12,18,Murray Jarman,Clemson,WR
1984,37,12,23,Paine Harper,LaVerne,WR
1984,38,12,26,Carl Lewis,Houston,WR
1984,39,12,27,Curtland Thomas,Missouri,WR
1983,1,1,18,Willie Gault,Tennessee,WR
1983,2,2,4,Henry Ellard,Fresno State,WR
1983,3,2,13,Ron Brown,Arizona State,WR
1983,4,2,19,Darryal Wilson,Tennessee,WR
1983,5,2,24,Wayne Capers,Kansas,WR
1983,6,3,4,Clinton Sampson,San Diego State,WR
1983,7,3,6,Glen Young,Mississippi State,WR
1983,8,3,18,Stephen Starring,McNeese State,WR
1983,9,3,22,JoJo Townsell,UCLA,WR
1983,10,4,1,Phil Smith,San Diego State,WR
1983,11,4,20,Mike Miller,Tennessee,WR
1983,12,5,11,Chris Castor,Duke,WR
1983,13,5,18,Steve Bird,Eastern Kentucky,WR
1983,14,5,21,Paul Skansi,Washington,WR
1983,15,5,22,Otis Grant,Michigan State,WR
1983,16,5,26,Dokie Williams,UCLA,WR
1983,17,5,28,Gregg Garrity,Penn State,WR
1983,18,6,1,Trumaine Johnson,Grambling State,WR
1983,19,6,7,Victor Oatis,Northwestern State (LA),WR
1983,20,6,8,Rheugene Branton,Texas Southern,WR
1983,21,6,14,Todd Brown,Nebraska,WR
1983,22,6,16,Anthony Allen,Washington,WR
1983,23,6,19,Mike Jones,Tennessee State,WR
1983,24,7,2,Herkie Walls,Texas,WR
1983,25,7,3,Jeff Simmons,USC,WR
1983,26,7,8,Rocky Belk,Miami (FL),WR
1983,27,8,25,Mike Martin,Illinois,WR
1983,28,8,27,Mark Clayton,Louisville,WR
1983,29,9,15,Rod Achter,Toledo,WR
1983,30,9,23,Bobby Humphrey,New Mexico State,WR
1983,31,10,2,Byron Williams,Texas-Arlington,WR
1983,32,10,19,Darius Durham,San Diego State,WR
1983,33,10,26,Mervyn Fernandez,San Jose State,WR
1983,34,11,13,Steve Parker,Abilene Christian,WR
1983,35,11,17,Aaron Williams,Washington,WR
1983,36,11,22,Mike Harmon,Mississippi,WR
1983,37,11,24,Tim Kearse,San Jose State,WR
1983,38,11,25,Gary Williams,Ohio State,WR
1983,39,12,1,Carl Williams,Texas Southern,WR
1983,40,12,6,Oliver Williams,Illinois,WR
1983,41,12,11,Frank Magwood,Clemson,WR
1983,42,12,13,Julius Dawkins,Pittsburgh,WR
1983,43,12,27,Anthony Carter,Michigan,WR
1982,1,1,11,Anthony Hancock,Tennessee,WR
1982,2,1,13,Lindsay Scott,Georgia,WR
1982,3,1,19,Perry Tuttle,Clemson,WR
1982,4,1,20,Mike Quick,North Carolina State,WR
1982,5,2,23,Orlando McDaniel,Louisiana State,WR
1982,6,2,25,Mark Duper,Northwestern State (LA),WR
1982,7,3,1,Cedric Jones,Duke,WR
1982,8,3,6,Carl Powell,Jackson State,WR
1982,9,3,8,Stacey Bailey,San Jose State,WR
1982,10,3,11,Eugene Goodlow,Kansas State,WR
1982,11,3,13,Kenny Duckett,Wake Forest,WR
1982,12,4,4,Dwight Walker,Nicholls State,WR
1982,13,4,11,Steve Bryant,Purdue,WR
1982,14,4,23,Dan Plater,Brigham Young,WR
1982,15,6,19,Andre Tyler,Stanford,WR
1982,16,6,20,Curt Grieve,Yale,WR
1982,17,6,23,Mike Whitwell,Texas A&M,WR
1982,18,6,24,Lonell Phea,Houston,WR
1982,19,7,20,Victor Simmons,Oregon State,WR
1982,20,8,6,Chester Cooper,Minnesota,WR
1982,21,9,1,Kelvin Murdock,Troy,WR
1982,22,9,21,Tony Woodriff,Fresno State,WR
1982,23,9,27,James Bennett,Northwestern State (LA),WR
1982,24,10,9,Gerald Lucear,Temple,WR
1982,25,10,17,Larry Brodsky,Miami (FL),WR
1982,26,11,6,Ricky Coffman,UCLA,WR
1982,27,11,9,Jeff Keller,Washington State,WR
1982,28,11,10,Willie Turner,Louisiana State,WR
1982,29,11,13,Edward Lee,South Carolina State,WR
1982,30,11,16,George Thompson,Albany State,WR
1982,31,11,18,Bob Carter,Arizona,WR
1982,32,11,22,Ron Ingram,Oklahoma State,WR
1982,33,11,23,Perry Parmelee,Santa Clara,WR
1982,34,12,2,Greg Taylor,Virginia,WR
1982,35,12,10,Randy Smith,East Texas State,WR
1982,36,12,15,Phillip Epps,Texas Christian,WR
1982,37,12,25,Mike Rodrigue,Miami (FL),WR
1981s,1,11,0,Chy Davidson,Rhode Island,WR
1981,1,1,10,David Verser,Kansas,WR
1981,2,1,16,Mark Nichols,San Jose State,WR
1981,3,2,9,Cris Collinsworth,Florida,WR
1981,4,2,11,Mardye McDole,Mississippi State,WR
1981,5,2,22,Byron Franklin,Auburn,WR
1981,6,2,25,Doug Donley,Ohio State,WR
1981,7,3,3,John Mistler,Arizona State,WR
1981,8,3,11,Ken Margerum,Stanford,WR
1981,9,3,20,Mike Mosley,Texas A&M,WR
1981,10,3,23,Michael Holston,Morgan State,WR
1981,11,4,1,Sam Greene,UNLV,WR
1981,12,4,4,Scott Phillips,Brigham Young,WR
1981,13,4,5,Steve Rhodes,Oklahoma,WR
1981,14,4,14,Ron Washington,Arizona State,WR
1981,15,4,16,Tracy Porter,Louisiana State,WR
1981,16,4,17,Robbie Martin,Cal Poly-San Luis Obispo,WR
1981,17,5,16,Ricky Martin,New Mexico,WR
1981,18,6,7,Mel Hoover,Arizona State,WR
1981,19,6,23,Robert Holt,Baylor,WR
1981,20,6,24,Bobby Duckworth,Arkansas,WR
1981,21,7,1,Kevin Williams,USC,WR
1981,22,7,4,Ron Johnson,Long Beach State,WR
1981,23,7,19,Ken Toler,Mississippi,WR
1981,24,8,2,Lloyd Jones,Brigham Young,WR
1981,25,8,5,Mike Fisher,Baylor,WR
1981,26,8,8,Charlie Brown,South Carolina State,WR
1981,27,8,13,David Dorn,Rutgers,WR
1981,28,8,24,Willie Tullis,Troy,WR
1981,29,9,14,John Noonan,Nebraska,WR
1981,30,9,15,Jim Whatley,Washington State,WR
1981,31,9,25,Mike Wilson,Washington State,WR
1981,32,10,5,James Mallard,Alabama,WR
1981,33,10,15,Jim Joiner,Miami (FL),WR
1981,34,10,18,James Murphy,Utah State,WR
1981,35,11,1,Lester Mickens,Kansas,WR
1981,36,11,8,Jerry Hill,North Alabama,WR
1981,37,11,12,Holden Smith,California,WR
1981,38,11,14,Pat Walker,Miami (FL),WR
1981,39,11,25,Keith Cahppelle,Iowa,WR
1981,40,12,23,Stacy Charles,Bethune-Cookman,WR
1981,41,12,25,Nate Lundy,Indiana,WR
1980s,1,9,0,Billy Mullins,USC,WR
1980,1,1,2,Lam Jones,Texas,WR
1980,2,1,18,Art Monk,Syracuse,WR
1980,3,2,19,Ralph Clayton,Michigan,WR
1980,4,2,21,Kevin House,Southern Illinois,WR
1980,5,3,6,Mike Friede,Indiana,WR
1980,6,3,23,Tim Smith,Nebraska,WR
1980,7,4,4,Fred Nixon,Oklahoma,WR
1980,8,4,5,Ray Butler,USC,WR
1980,9,4,7,Danny Pittman,Wyoming,WR
1980,10,4,17,Elmer Bailey,Minnesota,WR
1980,11,5,4,Carlos Carson,Louisiana State,WR
1980,12,5,25,Nate Rivers,South Carolina State,WR
1980,13,6,9,Bubba Garcia,Texas-El Paso,WR
1980,14,6,20,Eugene Byrd,Michigan State,WR
1980,15,6,22,Preston Brown,Vanderbilt,WR
1980,16,7,7,Mike Smith,Grambling State,WR
1980,17,7,8,Malcolm Barnwell,Virginia Union,WR
1980,18,7,18,Emanuel Tolbert,Southern Methodist,WR
1980,19,7,28,Nate Johnson,Hillsdale,WR
1980,20,8,4,Don Coleman,Oregon,WR
1980,21,9,1,DeWayne Jett,Hawaii,WR
1980,22,9,9,Tom Donovan,Penn State,WR
1980,23,9,19,Gerald Carter,Texas A&M,WR
1980,24,9,20,Lawrence McCullough,Illinois,WR
1980,25,9,25,Jackie Flowers,Florida State,WR
1980,26,9,27,George Farmer,Southern,WR
1980,27,9,28,Ron McCall,Arkansas-Pine Bluff,WR
1980,28,10,9,Kenny Brown,Nebraska,WR
1980,29,10,21,Virgina Seay,Troy,WR
1980,30,10,25,Billy Rivers,Morris Brown,WR
1980,31,11,4,Alton Alexis,Tulane,WR
1980,32,11,20,Phil Farris,North Carolina,WR
1980,33,11,21,Lee Jukes,North Carolina State,WR
1980,34,11,24,Eddie Preston,Western Kentucky,WR
1980,35,11,27,Terry Greer,Alabama State,WR
1980,36,12,2,Ray Williams,Washington State,WR
1980,37,12,4,Tyrone Gray,Washington State,WR
1980,38,12,17,Calvin Muhammad,Texas Southern,WR
1980,39,12,23,Wiley Pitts,Temple,WR
1980,40,12,26,Harry Price,McNeese State,WR
1979,1,1,5,Jerry Butler,Clemson,WR
1979,2,1,20,Willis Adams,Houston,WR
1979,3,2,1,James Owens,UCLA,WR
1979,4,2,6,Gordon Jones,Pittsburgh,WR
1979,5,2,8,Ernest Gray,Memphis State,WR
1979,6,2,11,Rickey Watts,Tulsa,WR
1979,7,3,2,Jeff Moore,Tennessee,WR
1979,8,4,7,Roy Green,Henderson State,WR
1979,9,4,22,John Floyd,N.E. Louisiana,WR
1979,10,4,28,Calvin Sweeney,USC,WR
1979,11,5,16,Scott Fitzkee,Penn State,WR
1979,12,5,20,Mark Bell,Colorado State,WR
1979,13,6,2,Steve Kreider,Lehigh,WR
1979,14,6,3,Robert Gaines,Washington,WR
1979,15,6,5,Ira Matthews,Wisconsin,WR
1979,16,6,27,Chris DeFrance,Arizona State,WR
1979,17,7,8,Kirk Gibson,Michigan State,WR
1979,18,8,1,Ron Cassidy,Utah State,WR
1979,19,8,14,Jeff Groth,Bowling Green,WR
1979,20,9,5,Henry Vereen,UNLV,WR
1979,21,9,13,Kris Haines,Notre Dame,WR
1979,22,9,16,Billy Diggs,Winston-Salem State,WR
1979,23,9,17,Alvin Garrett,Angelo State,WR
1979,24,9,22,Charlie Taylor,Rice,WR
1979,25,9,23,Richard Ellender,McNeese State,WR
1979,26,10,1,Dwight Clark,Clemson,WR
1979,27,10,13,John Smith,Tennessee State,WR
1979,28,10,16,Frank Lockett,Nebraska,WR
1979,29,10,20,Larry Willis,Alcorn State,WR
1979,30,10,22,Martin Cox,Vanderbilt,WR
1979,31,11,2,Stan Rome,Clemson,WR
1979,32,11,10,David Hall,Missouri-Rolla,WR
1979,33,11,16,Brian Nelson,Texas Tech,WR
1979,34,11,25,Tony Hall,Knoxville,WR
1979,35,12,3,Charlie Green,Kansas State,WR
1979,36,12,11,Paul Darby,Southwest Texas State,WR
1979,37,12,23,Brian Sweeney,Texas A&I,WR
1979,38,12,25,Drew Hill,Georgia Tech,WR
1979,39,12,27,Mike Almond,Northwestern State (LA),WR
1978s,1,10,0,Johnnie Dirden,Sam Houston State,WR
1978,1,1,3,Wes Chandler,Florida,WR
1978,2,1,6,James Lofton,Stanford,WR
1978,3,1,14,John Jefferson,Arizona State,WR
1978,4,2,25,Ronnie Smith,San Diego State,WR
1978,5,3,9,Danny Fulton,Nebraska-Omaha,WR
1978,6,3,21,Carlos Pennywell,Grambling State,WR
1978,7,3,25,Jimmy Cefalo,Penn State,WR
1978,8,3,27,Don Bass,Houston,WR
1978,9,4,7,Terry LeCount,Florida,WR
